model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,275,199,1,12,63,0.9527272727272728,0.984375,0.84,0.9064748201438849
cnn,275,194,6,10,65,0.9418181818181818,0.9154929577464789,0.8666666666666667,0.8904109589041095
combined_policy,275,199,1,12,63,0.9527272727272728,0.984375,0.84,0.9064748201438849
