path,label,shot,ntor,mode_filename,omega,rules_decision,rules_reason,rf_cnn_decision,rf_decision,cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier,overall_rule_severity,nearest_gate,rules_selected_final,rf_cnn_selected_final,original_rule_decision,decision_source,input_fingerprint,mode_key
nstxuE202806A02t025/N3/egn03w.2515E+02,bad,nstxuE202806A02t025,3,egn03w.2515E+02,5.014581431442288,BAD,BAD_CONT_CROSS_WINDOW,GOOD,GOOD,GOOD,0.7233333333333334,0.9999974966049194,gold_good,1.4194258861352533,BAD_CONT_CROSS_WINDOW,,True,BAD,rule_engine,8be9e16371a6a989118d69beda3a49f5a35465eb7374db869548fd91a05fba39,nstxuE202806A02t025/N3/egn03w.2515E+02
nstxuE202806A02t025/N4/egn04w.1711E+02,bad,nstxuE202806A02t025,4,egn04w.1711E+02,4.136249239514174,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.17666666666666667,0.9998347759246826,flagged_borderline_or_disagreement,4.041106981901336,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,54385339953520a7a2d34f8840b08a99ee45d30bf6623455e36eca01ba9ac084,nstxuE202806A02t025/N4/egn04w.1711E+02
nstxuE202806A02t025/N5/egn05w.9786E+01,bad,nstxuE202806A02t025,5,egn05w.9786E+01,3.1282043604213596,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.19333333333333333,1.0,flagged_borderline_or_disagreement,8.47760332431918,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e9911731e30463dd569e19ee5dd62bb06a5e4877faca24bfefdf6a2e930246ff,nstxuE202806A02t025/N5/egn05w.9786E+01
nstxuE202806A02t025/N5/egn05w.1084E+02,good,nstxuE202806A02t025,5,egn05w.1084E+02,3.292620883441087,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.7066666666666667,6.911181259585776e-21,flagged_rf_only_good,0.8247878404299555,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,c04534e3bfe3a4010e60ab85995b2ec37e20d97c266bc4ead6a138d7714e77e3,nstxuE202806A02t025/N5/egn05w.1084E+02
nstxuE202806A02t025/N5/egn05w.1409E+02,bad,nstxuE202806A02t025,5,egn05w.1409E+02,3.75413081147568,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD,GOOD,0.24333333333333335,0.9999886751174927,flagged_borderline_or_disagreement,9.35311622496607,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,1617375d278228a9e81c3a1e4a2d627521097dcd75167b5452648f30b4c0ba2e,nstxuE202806A02t025/N5/egn05w.1409E+02
nstxuE202806A02t025/N6/egn06w.9229E+01,good,nstxuE202806A02t025,6,egn06w.9229E+01,3.0378755419516703,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.2,3.5320228344210057e-16,silver_bad,0.9881678333693297,BAD_CONT_CROSS_WINDOW,True,,REVIEW,rule_survivor_policy,783f25289858d550cc75bfa1641b2b78d6d6d0668b9ad6e92c1af0d06e118117,nstxuE202806A02t025/N6/egn06w.9229E+01
nstxuE202806A02t025/N6/egn06w.1449E+02,bad,nstxuE202806A02t025,6,egn06w.1449E+02,3.806260397747443,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.10666666666666667,1.0,flagged_borderline_or_disagreement,14.951349340349669,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,58b0047e50fbb9ee472d1c09dbc4175c2c65effcb54bb6edabd64e66fa68b2d6,nstxuE202806A02t025/N6/egn06w.1449E+02
nstxuE202806A02t025/N6/egn06w.1842E+02,bad,nstxuE202806A02t025,6,egn06w.1842E+02,4.291904122305832,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.28,1.0,flagged_borderline_or_disagreement,3.7629541398424107,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,ce9f1400d0c02143b02b63962885f8afaf9bfa8504186ab8a5f3e1383f027422,nstxuE202806A02t025/N6/egn06w.1842E+02
nstxuE202806A02t025/N6/egn06w.1906E+02,bad,nstxuE202806A02t025,6,egn06w.1906E+02,4.365650842424364,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.14333333333333334,0.9999964237213135,flagged_borderline_or_disagreement,9.737271201543646,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,cc599c05f1e34054297997fdc4c361bd6787737d633c92e44ae25cfa2ce08f2b,nstxuE202806A02t025/N6/egn06w.1906E+02
nstxuE202806A02t025/N7/egn07w.9767E+01,bad,nstxuE202806A02t025,7,egn07w.9767E+01,3.1251509009618865,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.21666666666666667,0.7615362405776978,flagged_borderline_or_disagreement,2.4549107752468724,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,4635a8583eb10e02c7dbb788000aac707f830362ded022053bc5fdf293e54c18,nstxuE202806A02t025/N7/egn07w.9767E+01
nstxuE202806A02t025/N7/egn07w.1152E+02,good,nstxuE202806A02t025,7,egn07w.1152E+02,3.3938417011697353,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.9333333333333333,3.79315488642783e-16,flagged_rf_only_good,0.27322164609686295,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,5a230b418625ffa0b94b47ba6d56a74710f302e48d07c7a00a430eda4341508b,nstxuE202806A02t025/N7/egn07w.1152E+02
nstxuE202806A02t025/N7/egn07w.1703E+02,bad,nstxuE202806A02t025,7,egn07w.1703E+02,4.127074712501074,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.11666666666666667,1.0,flagged_borderline_or_disagreement,13.209120950760706,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,470647c7452c5a989b7aa88f32599d8454ab3a2b587a20d088c54dd69df4602b,nstxuE202806A02t025/N7/egn07w.1703E+02
nstxuE202806A02t025/N7/egn07w.1793E+02,bad,nstxuE202806A02t025,7,egn07w.1793E+02,4.23458953865133,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.23,1.0,flagged_borderline_or_disagreement,3.775472846342294,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,2313719f61da75d3eb364749ec07a060d5cfd6738f0f2731f1424f5380677124,nstxuE202806A02t025/N7/egn07w.1793E+02
nstxuE202806A02t025/N7/egn07w.1922E+02,bad,nstxuE202806A02t025,7,egn07w.1922E+02,4.383585912503899,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.23333333333333334,0.9999598264694214,flagged_borderline_or_disagreement,4.067529413048845,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,833e20851e696dbc2ea77cd9219f7e2e5dfadd10ef2678bf9f30cee6723f8b91,nstxuE202806A02t025/N7/egn07w.1922E+02
nstxuE202806A02t025/N7/egn07w.1993E+02,bad,nstxuE202806A02t025,7,egn07w.1993E+02,4.464844055780026,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.12,0.9995224475860596,flagged_borderline_or_disagreement,10.86025315630257,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,64a757ad3269cd4a725dbde90e06dcf9f567fcc8f7f47a22ec519ae39d22b25a,nstxuE202806A02t025/N7/egn07w.1993E+02
nstxuE202806A02t025/N7/egn07w.3820E+02,bad,nstxuE202806A02t025,7,egn07w.3820E+02,6.18075373187437,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.06,0.9996230602264404,flagged_borderline_or_disagreement,20.0,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,1eba090c36f3e115e315af1eade1ca4640e85646fbc69aac55f34fac4dbb09f7,nstxuE202806A02t025/N7/egn07w.3820E+02
nstxuE202806A02t025/N8/egn08w.9030E+01,good,nstxuE202806A02t025,8,egn08w.9030E+01,3.0049459811295405,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.39666666666666667,7.653383704564476e-09,silver_bad,0.9851959910401419,BAD_CONT_CROSS_WINDOW,True,,REVIEW,rule_survivor_policy,50e17b41f61158411b7324db314d13b3e5fef52169002702ff6f01aeb27e8b15,nstxuE202806A02t025/N8/egn08w.9030E+01
nstxuE202806A02t025/N8/egn08w.1823E+02,bad,nstxuE202806A02t025,8,egn08w.1823E+02,4.269366791958302,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.17666666666666667,1.0,flagged_borderline_or_disagreement,7.441493726110978,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,604fe8201b7e7ffaae5222f478c642b72d64248b87bc80539dd52f69b42b0b4b,nstxuE202806A02t025/N8/egn08w.1823E+02
nstxuE202806A02t025/N8/egn08w.1851E+02,bad,nstxuE202806A02t025,8,egn08w.1851E+02,4.30222065803935,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.16,1.0,flagged_borderline_or_disagreement,4.392943918721676,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,b5ef15c8bb055b6b9c440d615044226101784b707ae09f14ee697b4e4f5e2d4b,nstxuE202806A02t025/N8/egn08w.1851E+02
nstxuE202806A02t025/N8/egn08w.2494E+02,good,nstxuE202806A02t025,8,egn08w.2494E+02,4.994271492268604,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.8933333333333333,0.14963658154010773,flagged_rf_only_good,0.321296330478218,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,bd1cf6293cfa6d114276602f3669e4ab586c5692105ba909f347c8a7e91a9c8e,nstxuE202806A02t025/N8/egn08w.2494E+02
nstxuE202806A02t025/N9/egn09w.7757E+01,bad,nstxuE202806A02t025,9,egn09w.7757E+01,2.785103683668328,BAD,BAD_GRID_SCALE_SPIKE,GOOD,GOOD,GOOD,0.7033333333333334,1.0,gold_good,1.0112143708234762,BAD_GRID_SCALE_SPIKE,,True,BAD,rule_engine,7f6f9d59506f03d85e1dfb456d245a5dcda5a3736c408c6a92fabe5ffd6816ab,nstxuE202806A02t025/N9/egn09w.7757E+01
nstxuE202806A02t025/N9/egn09w.7987E+01,good,nstxuE202806A02t025,9,egn09w.7987E+01,2.8260942476403805,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.6033333333333334,2.9968177273076435e-08,flagged_rf_only_good,0.994790184907518,BAD_CONT_CROSS_WINDOW,True,True,REVIEW,rule_survivor_policy,4de90252bac8587275c706b28ce9cc9cfb304dc07586706d993d74c3c293a437,nstxuE202806A02t025/N9/egn09w.7987E+01
nstxuE202806A02t025/N9/egn09w.1382E+02,good,nstxuE202806A02t025,9,egn09w.1382E+02,3.717727773036629,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.7066666666666667,1.3098983562197996e-25,flagged_rf_only_good,0.9652189005465648,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,85f1d59c654687cb4bd96bc6fb0138d5e6e4529cc5641331c9b3aa2c0697d3d7,nstxuE202806A02t025/N9/egn09w.1382E+02
nstxuE202806A02t025/N9/egn09w.1391E+02,good,nstxuE202806A02t025,9,egn09w.1391E+02,3.7299084855871816,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.9166666666666666,3.5376568367439756e-25,flagged_rf_only_good,0.5711028843217456,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,4fca6ca41bb92d5ed644a1ebce7da9649af9b62c345e929fa13eaf9f50adda99,nstxuE202806A02t025/N9/egn09w.1391E+02
nstxuE202806A02t025/N9/egn09w.1552E+02,bad,nstxuE202806A02t025,9,egn09w.1552E+02,3.9394647092877584,BAD,BAD_CONT_CROSS_WINDOW,GOOD,BAD,GOOD,0.44666666666666666,0.9999998807907104,flagged_cnn_rescue,1.808451839681574,BAD_CONT_CROSS_WINDOW,,True,BAD,rule_engine,e87bf24c37c5b9da78b9454134d5861c8e1370cad794cb5b71581a07fc6d05c9,nstxuE202806A02t025/N9/egn09w.1552E+02
nstxuE202806A02t025/N9/egn09w.1581E+02,bad,nstxuE202806A02t025,9,egn09w.1581E+02,3.97584128696616,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.15666666666666668,1.0,flagged_borderline_or_disagreement,17.696535005154562,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,dcbc942a96e110a115bce0d2d736775a0596dfca2fd95a91a37259f5b8ab0098,nstxuE202806A02t025/N9/egn09w.1581E+02
nstxuE202806A02t025/N9/egn09w.1647E+02,bad,nstxuE202806A02t025,9,egn09w.1647E+02,4.0577850929044255,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.14666666666666667,1.0,flagged_borderline_or_disagreement,4.40819951931882,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,c62124d17e1d7f2cf96408febd3fd7f46c7fc55d351664522a9ced1e774f7cc1,nstxuE202806A02t025/N9/egn09w.1647E+02
nstxuE202806A02t025/N9/egn09w.1929E+02,bad,nstxuE202806A02t025,9,egn09w.1929E+02,4.392540612736492,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.13666666666666666,1.0,flagged_borderline_or_disagreement,4.926967224271181,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,0a2a7ca2dfb9df1e1daae229820e7ed3eee96e92434182da8fe5664fa680abf4,nstxuE202806A02t025/N9/egn09w.1929E+02
nstxuE202806A02t025/N10/egn10w.5223E+01,good,nstxuE202806A02t025,10,egn10w.5223E+01,2.285456254205026,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.4633333333333333,5.266993029307853e-25,flagged_borderline_or_disagreement,0.3683468752196638,BAD_GRID_SCALE_SPIKE,True,,REVIEW,rule_survivor_policy,85449cbce8b30569d6d216bb2c0f732c1b9797401306f3daafd693395ba98bbe,nstxuE202806A02t025/N10/egn10w.5223E+01
nstxuE202806A02t025/N10/egn10w.1797E+02,bad,nstxuE202806A02t025,10,egn10w.1797E+02,4.239617615383618,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.12333333333333334,1.0,flagged_borderline_or_disagreement,4.185819291083122,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e22e7b92c83605351e8ff784031ef5868abf642cef59ca1640190121bf60ec89,nstxuE202806A02t025/N10/egn10w.1797E+02
nstxuE202806A02t025/N10/egn10w.1989E+02,bad,nstxuE202806A02t025,10,egn10w.1989E+02,4.459891269952964,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.17333333333333334,1.0,flagged_borderline_or_disagreement,3.9776122681432935,BAD_CONTINUUM_CROSSING_TAIL,,,BAD,rule_engine,edd2e9edb499739353a35f2306a89e09630f004fd725e6866c202f1da7e5b10c,nstxuE202806A02t025/N10/egn10w.1989E+02
nstxuE202806A02t025/N10/egn10w.2456E+02,good,nstxuE202806A02t025,10,egn10w.2456E+02,4.95556996977431,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.97,1.588168182034555e-12,flagged_rf_only_good,0.46339496445675643,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,8fe705aeed1dc387e3ba18b77c849ff47303bf777b977c05ec3fc2c8abc4584e,nstxuE202806A02t025/N10/egn10w.2456E+02
nstxuE202806A02t025/N10/egn10w.2462E+02,good,nstxuE202806A02t025,10,egn10w.2462E+02,4.961369580748478,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.8166666666666667,0.0,flagged_rf_only_good,0.7135281018520532,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,b33746b5a56ee4c63d645e58482b23e9f58cebdaf161860fd54a4954f0ee273a,nstxuE202806A02t025/N10/egn10w.2462E+02
nstxuE202926A03t025/N1/egn01w.4367E+01,bad,nstxuE202926A03t025,1,egn01w.4367E+01,2.0898059745110245,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.22666666666666666,0.9941911101341248,flagged_borderline_or_disagreement,2.9775256497432068,BAD_AXIS_SPIKE,,,BAD,rule_engine,a79a71c7968b0d67a7f5c9f2cd9a9328c6479c5fcecf67c4b9318fdea960523a,nstxuE202926A03t025/N1/egn01w.4367E+01
nstxuE202926A03t025/N3/egn03w.3539E+01,bad,nstxuE202926A03t025,3,egn03w.3539E+01,1.8812085396069553,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.16333333333333333,0.980262041091919,flagged_borderline_or_disagreement,15.679987788471008,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,318187082ef65bb162bd0d93aabd1ea01eb0a4463e75b2724dea03e4d8e00180,nstxuE202926A03t025/N3/egn03w.3539E+01
nstxuE202926A03t025/N4/egn04w.3735E+01,good,nstxuE202926A03t025,4,egn04w.3735E+01,1.9325924025323238,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.88,0.0013475752202793956,flagged_rf_only_good,0.3587505724343471,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,cfd640fce43bd155520b76f99e10aabda93756f6036191fd2deb68f25a0ea5c9,nstxuE202926A03t025/N4/egn04w.3735E+01
nstxuE202926A03t025/N4/egn04w.1699E+02,good,nstxuE202926A03t025,4,egn04w.1699E+02,4.122127563488432,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.18666666666666668,0.0,gold_bad,0.7768592290958402,BAD_GRID_SCALE_SPIKE,True,,REVIEW,rule_survivor_policy,8980ab1455466f19b4013e6b450e8b176602fee8f9cbee9b0d6f99c08ecd2f9d,nstxuE202926A03t025/N4/egn04w.1699E+02
nstxuE202926A03t025/N5/egn05w.4075E+01,bad,nstxuE202926A03t025,5,egn05w.4075E+01,2.0187459899952036,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.32666666666666666,0.9999978542327881,flagged_borderline_or_disagreement,1.2397012932674698,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e73e9a172159e9ca470bcd973592136df19252877d41965aeeffd34769464f37,nstxuE202926A03t025/N5/egn05w.4075E+01
nstxuE202926A03t025/N8/egn08w.6500E+01,bad,nstxuE202926A03t025,8,egn08w.6500E+01,2.5494880847423893,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,GOOD,GOOD,0.7466666666666667,1.0,gold_good,1.022794224628811,BAD_INTERIOR_UNRESOLVED_ENVELOPE,,True,BAD,rule_engine,b10bcfd99d34f1bf2f034fd99223892507cf3437b95bc5898ffdfbab56a6c895,nstxuE202926A03t025/N8/egn08w.6500E+01
nstxuE202926A03t025/N9/egn09w.2341E+01,bad,nstxuE202926A03t025,9,egn09w.2341E+01,1.5300543717629735,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.19666666666666666,1.0,flagged_borderline_or_disagreement,5.495183402090318,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,e6cbe20319efb5b320cb5c99fc4363fa6a7fdc9baf0c78a064eb16ad35368739,nstxuE202926A03t025/N9/egn09w.2341E+01
nstxuE202944A02t021/N2/egn02w.6793E+01,bad,nstxuE202944A02t021,2,egn02w.6793E+01,2.606330953715596,BAD,BAD_AXIS_SPIKE,GOOD,GOOD,GOOD,0.9133333333333333,0.99997878074646,gold_good,1.0126034817669085,BAD_AXIS_SPIKE,,True,BAD,rule_engine,1c84d34928f3a2eba99de3fee4044c4b9020585dbfa834381a7688ba7197a999,nstxuE202944A02t021/N2/egn02w.6793E+01
nstxuE202944A02t021/N5/egn05w.9407E+01,bad,nstxuE202944A02t021,5,egn05w.9407E+01,3.0670351925814114,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.06666666666666667,1.0,flagged_borderline_or_disagreement,4.92261341004119,BAD_AXIS_SPIKE,,,BAD,rule_engine,fc7fca1e2eb5021dd1176151c83444461bbcae57616575889c4195c62de3bbd8,nstxuE202944A02t021/N5/egn05w.9407E+01
nstxuE202944A02t021/N6/egn06w.8910E+01,bad,nstxuE202944A02t021,6,egn06w.8910E+01,2.9848795729421145,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.15666666666666668,0.8986151814460754,flagged_borderline_or_disagreement,4.874902837732262,BAD_AXIS_SPIKE,,,BAD,rule_engine,dad94e28c13eacffa162963024f3d9f893fa3049259c96bf3e4b24f9ac7158c5,nstxuE202944A02t021/N6/egn06w.8910E+01
nstxuE202944A02t021/N6/egn06w.9025E+01,bad,nstxuE202944A02t021,6,egn06w.9025E+01,3.0041462404560217,BAD,BAD_AXIS_SPIKE,GOOD,GOOD,GOOD,0.76,1.0,gold_good,2.1001568464065974,BAD_AXIS_SPIKE,,True,BAD,rule_engine,24c6b27b949724b909f145154512ecb1488906d6f80116e22cda364250e41efa,nstxuE202944A02t021/N6/egn06w.9025E+01
nstxuE202944A02t021/N9/egn09w.8224E+01,bad,nstxuE202944A02t021,9,egn09w.8224E+01,2.867686367578583,BAD,BAD_AXIS_SPIKE,GOOD,GOOD,GOOD,0.98,1.0,gold_good,1.3266085626986288,BAD_NEAR_AXIS_GRID_OSCILLATION,,True,BAD,rule_engine,90b51de7c62db3053a1c54468db6756221cc1362538143603fdcd7e053ed0a53,nstxuE202944A02t021/N9/egn09w.8224E+01
nstxuE202944A02t021/N9/egn09w.1003E+02,good,nstxuE202944A02t021,9,egn09w.1003E+02,3.1665157602691467,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.87,0.29004934430122375,flagged_rf_only_good,0.9543001378298755,BAD_AXIS_SPIKE,True,True,REVIEW,rule_survivor_policy,93c74d16f450840bcedf5e67c9221b5db9f363c406b7d37f73518c11a58ac56e,nstxuE202944A02t021/N9/egn09w.1003E+02
nstxuE202944A02t021/N9/egn09w.1232E+02,bad,nstxuE202944A02t021,9,egn09w.1232E+02,3.509403120054185,BAD,BAD_AXIS_SPIKE,BAD,BAD,GOOD,0.32666666666666666,1.0,flagged_borderline_or_disagreement,2.926757820018989,BAD_AXIS_SPIKE,,,BAD,rule_engine,bd3f07615508f1af954fa9ff1da9547f30f8909937f5f7043f7873d4c64b74d6,nstxuE202944A02t021/N9/egn09w.1232E+02
nstxuE202944A02t021/N9/egn09w.1500E+02,bad,nstxuE202944A02t021,9,egn09w.1500E+02,3.8725526811254745,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,GOOD,GOOD,0.7666666666666667,0.6424185037612915,gold_good,1.2089267477997867,BAD_NEAR_AXIS_GRID_OSCILLATION,,True,BAD,rule_engine,452773602f012359ceb2d1a9f7d7382760a6b712a54cc85ecf0d249e152537c3,nstxuE202944A02t021/N9/egn09w.1500E+02
nstxuE202944A02t021/N10/egn10w.1946E+02,good,nstxuE202944A02t021,10,egn10w.1946E+02,4.411735457285013,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.6966666666666667,0.001779435551725328,flagged_rf_only_good,0.6319308025676735,BAD_DISTRIBUTED_HARMONIC_NOISE,True,True,REVIEW,rule_survivor_policy,5f657db626bd90ddd9a9ce8935e6f00d380b8274be06e865f47505735839cfe5,nstxuE202944A02t021/N10/egn10w.1946E+02
nstxuE202947A03t015/N2/egn02w.4549E+01,bad,nstxuE202947A03t015,2,egn02w.4549E+01,2.132825001168298,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD,GOOD,0.02,0.9900984168052673,flagged_borderline_or_disagreement,13.862974729064083,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,345df00f908b346637149a81c95c7c8dc6fc8c1aa4ffd9be6e82e72f4fa7f0e0,nstxuE202947A03t015/N2/egn02w.4549E+01
nstxuE202947A03t015/N3/egn03w.3701E+01,good,nstxuE202947A03t015,3,egn03w.3701E+01,1.9237725308391285,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.57,1.334779349837806e-28,flagged_rf_only_good,0.866825040257673,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,9368f024ab9cf6099a50c2dbe3d06c9616c69d659d872d7c22f103535cdb5721,nstxuE202947A03t015/N3/egn03w.3701E+01
nstxuE202947A03t015/N4/egn04w.1369E+01,good,nstxuE202947A03t015,4,egn04w.1369E+01,1.1699464668522934,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.8366666666666667,7.308335099349949e-19,flagged_rf_only_good,0.2927068186072584,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,e7f71589302668e30f78a272747f600c8a311baff45c56bb481af071eba09137,nstxuE202947A03t015/N4/egn04w.1369E+01
nstxuE202947A03t015/N4/egn04w.4655E+01,bad,nstxuE202947A03t015,4,egn04w.4655E+01,2.1574977916109015,BAD,BAD_CONT_CROSS_WINDOW,GOOD,GOOD,GOOD,0.5033333333333333,0.9998311996459961,silver_good,1.8002282871418833,BAD_CONT_CROSS_WINDOW,,True,BAD,rule_engine,abf0d0e63e52b4f1ced24700453388995a3338783f3d2e4efb1cb8771788aa9d,nstxuE202947A03t015/N4/egn04w.4655E+01
nstxuE202947A03t015/N5/egn05w.3632E+01,good,nstxuE202947A03t015,5,egn05w.3632E+01,1.905767640114753,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.6233333333333333,2.1367313820519485e-05,flagged_rf_only_good,0.832852141091201,BAD_CONT_CROSS_WINDOW,True,True,REVIEW,rule_survivor_policy,f50a037d9442503f4eaae9694f2b8c9e8cbea68c3a4f8a6abf39a0fd899c817e,nstxuE202947A03t015/N5/egn05w.3632E+01
nstxuE202947A03t015/N7/egn07w.5771E+01,good,nstxuE202947A03t015,7,egn07w.5771E+01,2.402388444973618,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.6733333333333333,7.177070049380063e-09,flagged_rf_only_good,0.9406173596027645,BAD_CONT_CROSS_WINDOW,True,True,REVIEW,rule_survivor_policy,82042bc15aaf2f79984ccd71b5f4780cf562fff1d4c735fd2483262b61bf4eaf,nstxuE202947A03t015/N7/egn07w.5771E+01
nstxuE202947A03t015/N8/egn08w.1063E+01,good,nstxuE202947A03t015,8,egn08w.1063E+01,1.031075699235247,GOOD,NO_GOOD_TEMPLATE,GOOD,GOOD,BAD,0.5266666666666666,6.327111122863009e-17,flagged_rf_only_good,0.7150236879106108,BAD_GRID_SCALE_SPIKE,True,True,REVIEW,rule_survivor_policy,86e5fca8ed7bc923bd220135396893c62017f880b1a98c1c5a106392c85d2fea,nstxuE202947A03t015/N8/egn08w.1063E+01
nstxuE202947A03t015/N8/egn08w.3912E+01,bad,nstxuE202947A03t015,8,egn08w.3912E+01,1.9778140215564084,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD,GOOD,0.27,1.0,flagged_borderline_or_disagreement,2.1983428591026706,BAD_CONT_CROSS_WINDOW,,,BAD,rule_engine,ad8a8084e0e146704ec05f5e36f1ca2ab65f0c0d0d52b74f16a4c18da7198941,nstxuE202947A03t015/N8/egn08w.3912E+01
nstxuE202947A03t015/N9/egn09w.2108E+01,good,nstxuE202947A03t015,9,egn09w.2108E+01,1.4520464570549125,GOOD,NO_GOOD_TEMPLATE,BAD,BAD,BAD,0.19333333333333333,0.0,gold_bad,0.9525927953363806,BAD_INTERIOR_HARMONIC_INCOHERENCE,True,,REVIEW,rule_survivor_policy,90caee9e2468b4077ed1211edbd8578da4fc68820c73a4d7575d2543ac409cf9,nstxuE202947A03t015/N9/egn09w.2108E+01
