boundary,crossing_r,singularity_r,offset_r,offset_grid,shot,ntor,path,in_training_list,gap_region,nr,in_interior
low,0.1935661190786074,0.665,-0.4714338809213926,-94.28677618427852,nstxuG142301B85,1,nstxuG142301B85/N1/egn01w.3765E+02,False,tae_like,201,True
high,0.686314146512706,0.665,0.02131414651270591,4.262829302541182,nstxuG142301B85,1,nstxuG142301B85/N1/egn01w.3765E+02,False,tae_like,201,True
high,0.09948289371039978,0.135,-0.035517106289600225,-7.103421257920045,nstxuG142301B85,1,nstxuG142301B85/N1/egn01w.4641E+02,False,mixed,201,True
high,0.5991232189102438,0.56,0.03912321891024373,7.824643782048746,nstxuG142301B85,1,nstxuG142301B85/N1/egn01w.4641E+02,False,mixed,201,True
low,0.465002242908427,0.445,0.020002242908427004,4.000448581685401,nstxuG142301D46,1,nstxuG142301D46/N1/egn01w.1847E+02,False,tae_like,201,True
high,0.7796329893274876,0.775,0.004632989327487569,0.9265978654975138,nstxuG142301D46,1,nstxuG142301D46/N1/egn01w.1847E+02,False,tae_like,201,False
low,0.05272327323876768,0.085,-0.032276726761232326,-6.455345352246465,nstxuG142301D46,1,nstxuG142301D46/N1/egn01w.3011E+02,False,tae_like,201,True
low,0.20789340115895186,0.085,0.12289340115895185,24.57868023179037,nstxuG142301D46,1,nstxuG142301D46/N1/egn01w.3011E+02,False,tae_like,201,True
high,0.7129140491341278,0.6950000000000001,0.017914049134127752,3.5828098268255504,nstxuG142301D46,1,nstxuG142301D46/N1/egn01w.3011E+02,False,tae_like,201,True
low,0.08312416513752766,0.01,0.07312416513752766,14.624833027505533,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1671E+02,False,tae_like,201,True
low,0.1703718116637844,0.01,0.1603718116637844,32.07436233275688,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1671E+02,False,tae_like,201,True
high,0.7781753543890674,0.75,0.028175354389067375,5.635070877813475,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1671E+02,False,tae_like,201,False
low,0.0930878585229807,0.01,0.0830878585229807,16.61757170459614,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1674E+02,False,tae_like,201,True
low,0.16346609341753868,0.01,0.15346609341753867,30.693218683507734,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1674E+02,False,tae_like,201,True
high,0.7774512699321582,0.75,0.027451269932158184,5.490253986431637,nstxuG142301E34,1,nstxuG142301E34/N1/egn01w.1674E+02,False,tae_like,201,False
low,0.507611948188403,0.48,0.027611948188403068,5.522389637680614,nstxuG142301E55,1,nstxuG142301E55/N1/egn01w.2552E+02,False,tae_like,201,True
high,0.75374959703226,0.79,-0.03625040296774007,-7.250080593548014,nstxuG142301E55,1,nstxuG142301E55/N1/egn01w.2552E+02,False,tae_like,201,False
high,0.9869959747632474,0.845,0.14199597476324743,28.399194952649488,nstxuG142301E55,1,nstxuG142301E55/N1/egn01w.2552E+02,False,tae_like,201,False
high,0.7053926774624832,0.685,0.02039267746248319,4.078535492496638,nstxuG142301E55,1,nstxuG142301E55/N1/egn01w.3828E+02,False,tae_like,201,True
low,0.1150035981020445,0.125,-0.009996401897955504,-1.9992803795911007,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,True
low,0.4248372868867464,0.41000000000000003,0.014837286886746348,2.9674573773492696,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,True
high,0.012387933346207426,0.01,0.0023879333462074256,0.47758666924148513,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,False
high,0.09048819741406688,0.1,-0.009511802585933121,-1.9023605171866242,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,True
high,0.696356442248727,0.685,0.011356442248726895,2.271288449745379,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,True
high,0.9311292399256146,0.92,0.011129239925614542,2.2258479851229085,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1427E+02,False,mixed,201,False
high,0.17449236717462835,0.215,-0.04050763282537165,-8.10152656507433,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1800E+02,False,mixed,201,True
high,0.6502891904982917,0.635,0.015289190498291694,3.0578380996583387,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1800E+02,False,mixed,201,True
high,0.9564295521844381,0.965,-0.008570447815561821,-1.7140895631123643,nstxuG142301E77,1,nstxuG142301E77/N1/egn01w.1800E+02,False,mixed,201,False
high,0.6434942640735614,0.62,0.023494264073561366,4.698852814712273,nstxuG142301F62,1,nstxuG142301F62/N1/egn01w.5237E+02,False,tae_like,201,True
high,0.9859907555923063,0.985,0.000990755592306325,0.19815111846126499,nstxuG142301F62,1,nstxuG142301F62/N1/egn01w.5237E+02,False,tae_like,201,False
high,0.4464595692924846,0.405,0.041459569292484566,8.291913858496914,nstxuG142301F62,1,nstxuG142301F62/N1/egn01w.8850E+02,False,tae_like,201,True
high,0.9881639176844365,0.985,0.003163917684436468,0.6327835368872936,nstxuG142301F62,1,nstxuG142301F62/N1/egn01w.8850E+02,False,tae_like,201,False
high,0.1965685641634225,0.725,-0.5284314358365775,-105.6862871673155,nstxuG142301F62,2,nstxuG142301F62/N2/egn02w.1202E+03,False,tae_like,201,True
low,0.5361279431642321,0.53,0.0061279431642320414,1.2255886328464083,nstxuG142301F62,2,nstxuG142301F62/N2/egn02w.2253E+02,False,tae_like,201,True
high,0.7644506562431822,0.765,-0.0005493437568178106,-0.10986875136356211,nstxuG142301F62,2,nstxuG142301F62/N2/egn02w.2253E+02,False,tae_like,201,False
high,0.9801155446888541,0.765,0.21511554468885408,43.023108937770814,nstxuG142301F62,2,nstxuG142301F62/N2/egn02w.2253E+02,False,tae_like,201,False
low,0.18110934624522634,0.01,0.17110934624522633,34.22186924904527,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5400E+02,False,tae_like,201,True
high,0.6640306090335774,0.635,0.029030609033577348,5.80612180671547,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5400E+02,False,tae_like,201,True
high,0.9860802582343922,0.985,0.001080258234392173,0.2160516468784346,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5400E+02,False,tae_like,201,False
low,0.15586114676006432,0.01,0.14586114676006431,29.172229352012863,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5515E+02,False,tae_like,201,True
high,0.6586051267670427,0.625,0.03360512676704275,6.72102535340855,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5515E+02,False,tae_like,201,True
high,0.9861460040071163,0.985,0.0011460040071162858,0.22920080142325716,nstxuG142301F66,1,nstxuG142301F66/N1/egn01w.5515E+02,False,tae_like,201,False
low,0.47489222916683416,0.465,0.009892229166834132,1.9784458333668264,nstxuG142301F83,1,nstxuG142301F83/N1/egn01w.2741E+02,False,mixed,201,True
high,0.6335373929086463,0.6900000000000001,-0.056462607091353756,-11.292521418270752,nstxuG142301F83,1,nstxuG142301F83/N1/egn01w.2741E+02,False,mixed,201,True
high,0.9400938353796199,0.9550000000000001,-0.014906164620380191,-2.9812329240760382,nstxuG142301F83,1,nstxuG142301F83/N1/egn01w.2741E+02,False,mixed,201,False
high,0.3701490870774391,0.26,0.11014908707743909,22.02981741548782,nstxuG142301F83,1,nstxuG142301F83/N1/egn01w.6674E+02,False,tae_like,201,True
high,0.9562865943701664,0.9500000000000001,0.006286594370166321,1.2573188740332641,nstxuG142301F83,1,nstxuG142301F83/N1/egn01w.6674E+02,False,tae_like,201,False
low,0.34393160404327344,0.32,0.023931604043273436,4.786320808654687,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.3949E+02,False,tae_like,201,True
low,0.8910820323814342,0.895,-0.003917967618565776,-0.7835935237131553,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.3949E+02,False,tae_like,201,False
high,0.6629853901888217,0.65,0.012985390188821722,2.5970780377643443,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.3949E+02,False,tae_like,201,True
high,0.8698650322598147,0.86,0.009865032259814721,1.9730064519629442,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.3949E+02,False,tae_like,201,False
low,0.8971049825307924,0.905,-0.007895017469207621,-1.5790034938415243,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.6113E+02,False,tae_like,201,False
high,0.5336144379141251,0.505,0.0286144379141251,5.72288758282502,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.6113E+02,False,tae_like,201,True
high,0.8784638719863207,0.87,0.008463871986320703,1.6927743972641407,nstxuG142301K79,1,nstxuG142301K79/N1/egn01w.6113E+02,False,tae_like,201,False
low,0.09055680714136474,0.64,-0.5494431928586353,-109.88863857172706,nstxuG142301L89,1,nstxuG142301L89/N1/egn01w.2493E+02,False,tae_like,201,True
high,0.6627089920885811,0.64,0.022708992088581126,4.541798417716225,nstxuG142301L89,1,nstxuG142301L89/N1/egn01w.2493E+02,False,tae_like,201,True
high,0.6208040889746259,0.5650000000000001,0.055804088974625854,11.16081779492517,nstxuG142301L89,1,nstxuG142301L89/N1/egn01w.2895E+02,False,tae_like,201,True
low,0.08714271196405894,0.115,-0.027857288035941064,-5.571457607188213,nstxuG142301M32,1,nstxuG142301M32/N1/egn01w.2288E+02,False,tae_like,201,True
low,0.28409187042752126,0.115,0.16909187042752127,33.81837408550425,nstxuG142301M32,1,nstxuG142301M32/N1/egn01w.2288E+02,False,tae_like,201,True
high,0.6991440667630859,0.685,0.014144066763085883,2.8288133526171766,nstxuG142301M32,1,nstxuG142301M32/N1/egn01w.2288E+02,False,tae_like,201,True
high,0.6726510779042774,0.655,0.017651077904277335,3.530215580855467,nstxuG142301M32,1,nstxuG142301M32/N1/egn01w.2646E+02,False,tae_like,201,True
low,0.5805953761674303,0.56,0.020595376167430235,4.119075233486047,nstxuG142301S94,1,nstxuG142301S94/N1/egn01w.6393E+01,False,tae_like,201,True
low,0.07942450335040509,0.085,-0.005575496649594919,-1.1150993299189838,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.2867E+02,False,tae_like,201,True
low,0.2434406457092436,0.22,0.02344064570924359,4.688129141848718,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.2867E+02,False,tae_like,201,True
high,0.6845063695523671,0.68,0.004506369552367051,0.9012739104734102,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.2867E+02,False,tae_like,201,True
high,0.9830984166890101,0.86,0.12309841668901012,24.619683337802023,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.2867E+02,False,tae_like,201,False
high,0.126826003702505,0.23,-0.10317399629749502,-20.634799259499005,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.4932E+02,False,tae_like,201,True
high,0.4354301020579609,0.23,0.2054301020579609,41.08602041159218,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.4932E+02,False,tae_like,201,True
high,0.9858464685255688,0.985,0.0008464685255687998,0.16929370511375996,nstxuG142301U85,1,nstxuG142301U85/N1/egn01w.4932E+02,False,tae_like,201,False
