model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,293,209,10,15,59,0.9146757679180887,0.855072463768116,0.7972972972972973,0.8251748251748252
cnn,293,195,24,4,70,0.9044368600682594,0.7446808510638298,0.9459459459459459,0.8333333333333334
combined_policy,293,208,11,14,60,0.9146757679180887,0.8450704225352113,0.8108108108108109,0.8275862068965518
