path,mode_key,shot,n,omega,gap_region,signed_delta,fraction_below_upper2,input_fingerprint,disagreement_type,rules_final_decision,rule_decision,rule_primary_reason,rule_triggered_rules,rule_survivor_policy,rule_survivor_accepted,rules_selected_final,rf_cnn_final_label,rf_cnn_tier,p_rf_good,p_cnn_good,p_avg,rf_cnn_model_disagreement,rf_cnn_near_threshold,rf_cnn_large_score_gap,rf_cnn_selected_final
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N2/egn02w.2546E+02,nstxuG121123K70/N2/egn02w.2546E+02,nstxuG121123K70,2,5.046145028048364,tae_like,0.9686475069927558,0.998642618755913,99e406f1695b68aea4ccb0b370ebb0caf2c10d22ae022b5dec447639338ea9b2,RULES_GOOD_RF_CNN_BAD,GOOD,REVIEW,NO_GOOD_TEMPLATE,"[""NO_GOOD_TEMPLATE""]",accept-as-good-v1,True,True,bad,gold_bad,0.04,0.0,0.02,False,False,False,
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N2/egn02w.2596E+02,nstxuG121123K70/N2/egn02w.2596E+02,nstxuG121123K70,2,5.094898579604734,tae_like,0.9616392384029667,0.9985628058338005,49a2be1a28ccb60f015209cbca66147a62a03d402ce91713e38dc15265efdef4,RULES_GOOD_RF_CNN_BAD,GOOD,REVIEW,NO_GOOD_TEMPLATE,"[""NO_GOOD_TEMPLATE""]",accept-as-good-v1,True,True,bad,gold_bad,0.03666666666666667,0.0,0.018333333333333333,False,False,False,
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N7/egn07w.2519E+02,nstxuG121123K70/N7/egn07w.2519E+02,nstxuG121123K70,7,5.019059269044405,tae_like,0.9745458479481663,0.9999989695680024,279568f85bcce7e48fb79f2983fcd227404372f4a699f78510a0d2cc2f06baaf,RULES_GOOD_RF_CNN_BAD,GOOD,REVIEW,NO_GOOD_TEMPLATE,"[""NO_GOOD_TEMPLATE""]",accept-as-good-v1,True,True,bad,silver_bad,0.36666666666666664,2.385586617137392e-09,0.18333333452612663,False,False,False,
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N7/egn07w.2651E+02,nstxuG121123K70/N7/egn07w.2651E+02,nstxuG121123K70,7,5.148419453896884,tae_like,0.9707984869133746,0.9999995705410629,6eb804f498e60479605f567427a13e1ec9dd7c700bcf94891f4b467924eb2971,RULES_BAD_RF_CNN_GOOD,BAD,BAD,BAD_AXIS_SPIKE,"[""BAD_AXIS_SPIKE""]",accept-as-good-v1,False,,good,flagged_rf_only_good,0.53,0.07558152824640274,0.3027907641232014,True,True,True,True
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N10/egn10w.2862E+02,nstxuG121123K70/N10/egn10w.2862E+02,nstxuG121123K70,10,5.350072405078583,tae_like,0.963892836780396,0.9999999750153251,af36f7ebb717abbb8ad3eb3fdf28995bdd6c08f35888874943c24bb7220e2c10,RULES_BAD_RF_CNN_GOOD,BAD,BAD,BAD_AXIS_SPIKE,"[""BAD_AXIS_SPIKE""]",accept-as-good-v1,False,,good,flagged_rf_only_good,0.5366666666666666,8.257548116709277e-19,0.2683333333333333,True,True,True,True
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG121123K70/N10/egn10w.3121E+02,nstxuG121123K70/N10/egn10w.3121E+02,nstxuG121123K70,10,5.586248655863691,tae_like,0.9116303460274023,0.9999988906577878,fccc021bbfbe5f2aedf51fa8dc9bba7b3f5c2e921fd12ae1acdec89e939b05fc,RULES_BAD_RF_CNN_GOOD,BAD,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,"[""BAD_INTERIOR_UNRESOLVED_ENVELOPE""]",accept-as-good-v1,False,,good,flagged_cnn_rescue,0.41333333333333333,1.0,0.7066666666666667,True,True,True,True
