shot,mode_key,core_energy_fraction,core_js_divergence,core_effective_harmonic_count_wmean,effective_harmonic_count_threshold,global_effective_harmonic_count_wmean,global_energy_fraction_above_effective_harmonic_count_threshold,core_energy_fraction_above_effective_harmonic_count_threshold,total_energy_fraction_in_core_above_effective_harmonic_count_threshold,active_core_harmonic_count,active_adjacent_harmonic_pair_count,core_adjacent_harmonic_coherence,incoherence_score,candidate
nstxuG142301H56,N1/egn01w.4477E+02,0.18746592618177835,0.2222857175996559,5.877794730658559,3.0,3.989578551224111,0.43105626695462285,0.9198279702038736,0.1724364023621744,24,23,0.3667830940027087,0.15509607865914157,true
nstxuG142301H56,N1/egn01w.4499E+02,0.12745053415704602,0.24466949807853494,5.979867339215673,3.0,3.582448782769563,0.35070140955404394,0.9932909666381954,0.12659546427140658,24,23,0.36383620894154095,0.11862657373368254,true
