issue_id,shot,n,relative_path,issue_type,field,observed_value,sorter_effect,verified_on
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1970E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1971E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1974E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1977E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1979E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1980E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1983E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1984E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1987E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1989E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1991E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.1998E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2015E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2019E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2022E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2024E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2026E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2029E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2030E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2034E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2035E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2041E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2043E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2045E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2047E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2048E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2056E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2057E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2058E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2060E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2062E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2065E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2068E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2070E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2073E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2074E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2078E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2079E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2081E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2082E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2085E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2086E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2089E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2091E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2092E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2093E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2097E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2098E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2099E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2100E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2103E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2104E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2105E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2106E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2107E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2108E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2109E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2110E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2111E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2113E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2114E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2115E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2117E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2118E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2121E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2122E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2123E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2125E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2126E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2129E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2130E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2131E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2132E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2133E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2134E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2135E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2136E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2138E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2139E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2141E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2142E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2143E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2144E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2145E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2148E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2149E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2151E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2154E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2155E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2158E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2159E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2160E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2161E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2162E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2163E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2164E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2167E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2168E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2169E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2171E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2172E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2173E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2176E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2179E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2180E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2184E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2185E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2188E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2189E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2190E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2193E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2199E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2200E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2201E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2202E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2207E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2209E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2210E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2214E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2215E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2219E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2220E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2225E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
DITW-005,nstxuG142301M21,4,nstxuG142301M21/N4/egn04w.2226E+03,nonfinite_scalar,gamma_d,NaN,INVALID_METADATA,2026-09-08
