model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,241,224,4,12,1,0.9336099585062241,0.2,0.07692307692307693,0.1111111111111111
cnn,241,210,18,1,12,0.921161825726141,0.4,0.9230769230769231,0.5581395348837209
combined_policy,241,223,5,11,2,0.9336099585062241,0.2857142857142857,0.15384615384615385,0.2
