model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,380,188,7,19,166,0.9315789473684211,0.9595375722543352,0.8972972972972973,0.9273743016759777
cnn,380,176,19,2,183,0.9447368421052632,0.905940594059406,0.9891891891891892,0.9457364341085271
combined_policy,380,186,9,17,168,0.9315789473684211,0.9491525423728814,0.9081081081081082,0.9281767955801106
