path,label,input_fingerprint,extremum_qualified,extremum_match_found,ext_dr,ext_df_gap,ext_energy_frac,energy_peak_r,energy_halfmax_width_grid,no_axis_decision,no_axis_primary_reason,w2_decision,w2_primary_reason,w2_axis_fires,w2_axis_peak,w2_axis_peak_harmonic_index,w2_axis_peak_r,w2_axis_halfmax_width_grid,w2_axis_component_touches_boundary,w3_decision,w3_primary_reason,w3_axis_fires,w3_axis_peak,w3_axis_peak_harmonic_index,w3_axis_peak_r,w3_axis_halfmax_width_grid,w3_axis_component_touches_boundary,w5_decision,w5_primary_reason,w5_axis_fires,w5_axis_peak,w5_axis_peak_harmonic_index,w5_axis_peak_r,w5_axis_halfmax_width_grid,w5_axis_component_touches_boundary,w10_decision,w10_primary_reason,w10_axis_fires,w10_axis_peak,w10_axis_peak_harmonic_index,w10_axis_peak_r,w10_axis_halfmax_width_grid,w10_axis_component_touches_boundary
nstxuG142301W29/N5/egn05w.2892E+02,bad,803cd9eacdf4f004e17e912605110ec0440ac7a3f66c288d2b8d218871b2a823,True,True,0.0,0.002517338355797413,0.34599170503334203,0.09,2.4202319870034046,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD_CONT_CROSS_WINDOW,False,0.4388715580093943,6,0.01,4.167482465082433,False,BAD,BAD_CONT_CROSS_WINDOW,False,0.4388715580093943,6,0.01,4.167482465082433,False,BAD,BAD_AXIS_SPIKE,True,0.4388715580093943,6,0.01,4.167482465082433,False,BAD,BAD_AXIS_SPIKE,True,0.4388715580093943,6,0.01,4.167482465082433,False
nstxuG142301W29/N5/egn05w.3582E+02,bad,0f5e3da16e8b6973eb288ad831c49bb7a38acdd1be705cae5eee037506463615,False,True,0.05499999999999999,-0.09926714795928906,0.021424680236437264,0.035,1.4006422355974255,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.5038866052113288,7,0.025,1.1227460361192925,False,BAD,BAD_AXIS_SPIKE,True,0.5038866052113288,7,0.025,1.1227460361192925,False,BAD,BAD_AXIS_SPIKE,True,0.5038866052113288,7,0.025,1.1227460361192925,False,BAD,BAD_AXIS_SPIKE,True,0.5038866052113288,7,0.025,1.1227460361192925,False
nstxuG142301W29/N5/egn05w.3585E+02,bad,25f91b001f0f25e62d8c55dc4edfdddddd53eb986aa4ebcd1d6b36bac780e891,False,True,0.05499999999999999,-0.09957975549276421,0.009967442404441246,0.035,1.4366558124984912,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.5212325003701663,7,0.025,1.1236771211365264,False,BAD,BAD_AXIS_SPIKE,True,0.5212325003701663,7,0.025,1.1236771211365264,False,BAD,BAD_AXIS_SPIKE,True,0.5212325003701663,7,0.025,1.1236771211365264,False,BAD,BAD_AXIS_SPIKE,True,0.5212325003701663,7,0.025,1.1236771211365264,False
nstxuG142301W29/N5/egn05w.3596E+02,bad,3f7367a129171b8204b96f7afb3536b0169b91d17c03983e58a2957549bc5618,False,True,0.07,-0.10105314299738562,0.010870004443347651,0.16,3.9695279226402147,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.6165819999086734,7,0.025,1.2215637768049985,False,BAD,BAD_AXIS_SPIKE,True,0.6165819999086734,7,0.025,1.2215637768049985,False,BAD,BAD_AXIS_SPIKE,True,0.6165819999086734,7,0.025,1.2215637768049985,False,BAD,BAD_AXIS_SPIKE,True,0.6165819999086734,7,0.025,1.2215637768049985,False
nstxuG142301W29/N5/egn05w.3611E+02,bad,80ac1be44b90748e9fa60167c28467bb2b951e939bf3bcdd2cb37a042d80d184,False,True,0.08,-0.10293326561155934,0.006278926903052829,0.01,2.1537009786218095,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.7341490348633428,7,0.025,1.2428000869370515,False,BAD,BAD_AXIS_SPIKE,True,1.0,7,0.01,2.053841738037856,False,BAD,BAD_AXIS_SPIKE,True,1.0,7,0.01,2.053841738037856,False,BAD,BAD_AXIS_SPIKE,True,1.0,7,0.01,2.053841738037856,False
nstxuG142301W29/N6/egn06w.2775E+02,bad,2a54a8fbd2b7fbb895edb79d2aa34fa20f9a143754c7ca23ac24a5f9f52bea79,False,True,0.165,0.020542925929263923,0.0014857318335479107,0.025,1.0763473781563262,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,1.0,8,0.025,1.286233021044813,False,BAD,BAD_AXIS_SPIKE,True,1.0,8,0.025,1.286233021044813,False,BAD,BAD_AXIS_SPIKE,True,1.0,8,0.025,1.286233021044813,False,BAD,BAD_AXIS_SPIKE,True,1.0,8,0.025,1.286233021044813,False
nstxuG142301W29/N7/egn07w.2341E+02,bad,fd011fdafe779924f4c4956bf67bc2d288db8fd0b1b9408cf215f1b8815d431e,False,True,0.125,0.053063100450865375,0.0006212156276228114,0.01,1.867379368414291,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_GRID_SCALE_SPIKE,False,1.0,9,0.01,3.3882092207303134,False,BAD,BAD_GRID_SCALE_SPIKE,False,1.0,9,0.01,3.3882092207303134,False,BAD,BAD_AXIS_SPIKE,True,1.0,9,0.01,3.3882092207303134,False,BAD,BAD_AXIS_SPIKE,True,1.0,9,0.01,3.3882092207303134,False
nstxuG142301W29/N9/egn09w.1461E+02,bad,5a144020d49b3b69c1bbf5340af838f3480b7f788de26e23fe8ccb4884ab0c17,True,True,0.0,0.030200515723887277,0.4298491032965465,0.33,8.456728829491466,BAD,BAD_CONT_CROSS_WINDOW,BAD,BAD_AXIS_SPIKE,True,0.27083389325321466,11,0.005,1.2203227271351424,False,BAD,BAD_AXIS_SPIKE,True,0.27083389325321466,11,0.005,1.2203227271351424,False,BAD,BAD_AXIS_SPIKE,True,0.27083389325321466,11,0.005,1.2203227271351424,False,BAD,BAD_AXIS_SPIKE,True,0.27083389325321466,11,0.005,1.2203227271351424,False
nstxuG142301Y93/N1/egn01w.1499E+02,bad,18b77ab8526b87334d644c3b6ddd0ee26f52d9279fbd87c26c0da8840d00d427,False,True,0.015000000000000013,-0.026882272649713816,0.5939373454648861,0.23,3.309670613883214,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.443706360315475,2,0.02,1.0715280563462062,False,BAD,BAD_AXIS_SPIKE,True,0.443706360315475,2,0.02,1.0715280563462062,False,BAD,BAD_AXIS_SPIKE,True,0.443706360315475,2,0.02,1.0715280563462062,False,BAD,BAD_AXIS_SPIKE,True,0.443706360315475,2,0.02,1.0715280563462062,False
nstxuG142301Y93/N1/egn01w.1613E+02,bad,0a69b0e0e739d40c5cf90c1077a049f55441da4e448156656c320d96a0891281,False,True,0.21,0.010274446037818281,0.21723580223951466,0.005,1.0411678875835149,BAD,BAD_GRID_SCALE_SPIKE,BAD,BAD_AXIS_SPIKE,True,0.9143095933378881,3,0.005,1.01947460068431,False,BAD,BAD_AXIS_SPIKE,True,0.9143095933378881,3,0.005,1.01947460068431,False,BAD,BAD_AXIS_SPIKE,True,0.9143095933378881,3,0.005,1.01947460068431,False,BAD,BAD_AXIS_SPIKE,True,0.9143095933378881,3,0.005,1.01947460068431,False
