path,label,shot,ntor,omega,gap_region,final_decision,final_reason,automatic_final_decision,original_rule_decision,rule_primary_reason,decision_source,manual_decision,manual_reason,reviewer,adjudication_timestamp,selected_final,overall_rule_severity,input_fingerprint,mode_key
nstxuE202806A02t025/N2/egn02w.1012E+02,good,nstxuE202806A02t025,2,3.1819268066888338,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.207925958258348,8b599c27eb4623077b12bdb7428daa48eb4cd213f1220e25712f9b8aaedf956a,nstxuE202806A02t025/N2/egn02w.1012E+02
nstxuE202806A02t025/N2/egn02w.1280E+02,good,nstxuE202806A02t025,2,3.5775223578919952,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.15782528953991762,ec79593d639462b4fec492b261092d111c2132c4b60b34c0a3bd4b86ccdc546f,nstxuE202806A02t025/N2/egn02w.1280E+02
nstxuE202806A02t025/N2/egn02w.2482E+02,good,nstxuE202806A02t025,2,4.982277906061013,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.34347188244781224,e3321bba385809b105ae95d0c92d4891adc1b0ab1133dcc1d4b0ce5f22d4cd6d,nstxuE202806A02t025/N2/egn02w.2482E+02
nstxuE202806A02t025/N3/egn03w.7973E+01,good,nstxuE202806A02t025,3,2.8236788982742365,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.25533081677271324,a94bbf19fb24b3ffa4aa9f8b053d16e21af0898240c0c98505b473eae17c90d3,nstxuE202806A02t025/N3/egn03w.7973E+01
nstxuE202806A02t025/N3/egn03w.8510E+01,good,nstxuE202806A02t025,3,2.917223817008173,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5539053423710105,2af681face4a6035fdb55a05427782c1cc59517d4abecd15139fdd98fb84c01b,nstxuE202806A02t025/N3/egn03w.8510E+01
nstxuE202806A02t025/N3/egn03w.1033E+02,good,nstxuE202806A02t025,3,3.213602888324673,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.341435969592736,d21827c4f09b7140688a0b683c4738fa5ae606095db1e5e8c1d36199fecdf376,nstxuE202806A02t025/N3/egn03w.1033E+02
nstxuE202806A02t025/N3/egn03w.1075E+02,good,nstxuE202806A02t025,3,3.279470460428385,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5450608813227762,248d84fd32aa7496d1dc8625eda80fcbc908bd9bf35d22550a046e305733e899,nstxuE202806A02t025/N3/egn03w.1075E+02
nstxuE202806A02t025/N4/egn04w.7053E+01,good,nstxuE202806A02t025,4,2.655677666668795,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.9580668714352318,b74abf0de00dd8208a36cdf30fdf005e1513cae0368ab08d5707188bca9b7bc3,nstxuE202806A02t025/N4/egn04w.7053E+01
nstxuE202806A02t025/N4/egn04w.1300E+02,good,nstxuE202806A02t025,4,3.605252615656407,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.29833034461304625,aa167e11cb4a9d38811e73c47dbe8985d505c1d3a2e63010a5e2dfa7772d6063,nstxuE202806A02t025/N4/egn04w.1300E+02
nstxuE202806A02t025/N4/egn04w.1322E+02,good,nstxuE202806A02t025,4,3.6356687095306857,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.12120264094950646,c3603c56c27f52bc7b2c7e389310651633ca4cb3deb90a31b069357d7f824e99,nstxuE202806A02t025/N4/egn04w.1322E+02
nstxuE202806A02t025/N4/egn04w.1391E+02,good,nstxuE202806A02t025,4,3.7299773847998616,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.12475792645465825,57692c3f630af174171a218b0887417719eb9f79cdea8c69c7d242a62cd22d18,nstxuE202806A02t025/N4/egn04w.1391E+02
nstxuE202806A02t025/N4/egn04w.1534E+02,good,nstxuE202806A02t025,4,3.9170908778995264,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.6317502753017575,0962517b6a5e54dcae1307a604031d74ce1e73d4103680f6180797e696fd93fc,nstxuE202806A02t025/N4/egn04w.1534E+02
nstxuE202806A02t025/N5/egn05w.1084E+02,good,nstxuE202806A02t025,5,3.292620883441087,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.8247878404299555,c04534e3bfe3a4010e60ab85995b2ec37e20d97c266bc4ead6a138d7714e77e3,nstxuE202806A02t025/N5/egn05w.1084E+02
nstxuE202806A02t025/N5/egn05w.1186E+02,good,nstxuE202806A02t025,5,3.444537876130654,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3220523378091099,04429d2d5dc689e4eb4cce95b61a1a31f06504b89d1dc61848601ebf32a4a43b,nstxuE202806A02t025/N5/egn05w.1186E+02
nstxuE202806A02t025/N5/egn05w.1235E+02,good,nstxuE202806A02t025,5,3.5138050845024114,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.6497345865536137,ae7f05646dc911abc49edc40a091003b7a4ce3d0c6481506601e26aa83d1e36d,nstxuE202806A02t025/N5/egn05w.1235E+02
nstxuE202806A02t025/N5/egn05w.1264E+02,good,nstxuE202806A02t025,5,3.5551947115000084,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3217999242253267,6b47152a709dcf09279054430977013cc21314bfe568147e7f4e9978581cbda5,nstxuE202806A02t025/N5/egn05w.1264E+02
nstxuE202806A02t025/N5/egn05w.1699E+02,good,nstxuE202806A02t025,5,4.121965465768347,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.8869093859723332,feb97ee4dda525237a8a8782ccf3867213c2dd5f4b25aef6d8bbb69cfaf95978,nstxuE202806A02t025/N5/egn05w.1699E+02
nstxuE202806A02t025/N5/egn05w.2436E+02,good,nstxuE202806A02t025,5,4.935527483241174,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.13628534474783943,e49c8b63191bb981c43061416b97f3eec8bc476539de689b4557d1f7d813a623,nstxuE202806A02t025/N5/egn05w.2436E+02
nstxuE202806A02t025/N6/egn06w.9229E+01,good,nstxuE202806A02t025,6,3.0378755419516703,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.9881678333693297,783f25289858d550cc75bfa1641b2b78d6d6d0668b9ad6e92c1af0d06e118117,nstxuE202806A02t025/N6/egn06w.9229E+01
nstxuE202806A02t025/N6/egn06w.9644E+01,good,nstxuE202806A02t025,6,3.1054640174988757,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.24304801066422552,a64a1dc4682d70447f41c3e5414aa8d8e7ff22c034c528ffd2acde7d8be3d47c,nstxuE202806A02t025/N6/egn06w.9644E+01
nstxuE202806A02t025/N6/egn06w.1042E+02,good,nstxuE202806A02t025,6,3.2283474218987425,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.4059738949439148,e2ba7b2e11f0a304eb3149842ddc3189ce24f3af31b4e5d256fdde54c187752f,nstxuE202806A02t025/N6/egn06w.1042E+02
nstxuE202806A02t025/N6/egn06w.1159E+02,good,nstxuE202806A02t025,6,3.4047546965362314,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.36450410040050163,61992ddc8cdbd838f1ea4763e7d4b943a719cdcd8e5ccc964524380fd957d3a6,nstxuE202806A02t025/N6/egn06w.1159E+02
nstxuE202806A02t025/N6/egn06w.1331E+02,good,nstxuE202806A02t025,6,3.647947303792915,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.4201711264844358,e6c3e37c7f233ddf4364a3f2139d7b1f16b6420de26bb35f9c3d8d5bbe55a255,nstxuE202806A02t025/N6/egn06w.1331E+02
nstxuE202806A02t025/N6/egn06w.1507E+02,good,nstxuE202806A02t025,6,3.8824412581976375,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3956085910226527,faac0b72f27d46414a97964521de776f21209a0e27fc5df314e1850f8dbfa388,nstxuE202806A02t025/N6/egn06w.1507E+02
nstxuE202806A02t025/N6/egn06w.1767E+02,good,nstxuE202806A02t025,6,4.203292221776254,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.6103479482953573,3b241809dbb2e22edf70704512600b2f24d1c9797daa373f5c5a33381960c312,nstxuE202806A02t025/N6/egn06w.1767E+02
nstxuE202806A02t025/N7/egn07w.8494E+01,good,nstxuE202806A02t025,7,2.914473985869355,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.19255593049031364,e197c9ec1df3865ec21a939a344f26fa4533fffa822ea469aab5cdfc4931de9e,nstxuE202806A02t025/N7/egn07w.8494E+01
nstxuE202806A02t025/N7/egn07w.8601E+01,good,nstxuE202806A02t025,7,2.9327136783045273,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5027109353057279,4fa68279b6cb8b0da7b6ee1844ce8230126c08f0025a81c6ec2f26bb83e78e3f,nstxuE202806A02t025/N7/egn07w.8601E+01
nstxuE202806A02t025/N7/egn07w.1152E+02,good,nstxuE202806A02t025,7,3.3938417011697353,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.27322164609686295,5a230b418625ffa0b94b47ba6d56a74710f302e48d07c7a00a430eda4341508b,nstxuE202806A02t025/N7/egn07w.1152E+02
nstxuE202806A02t025/N7/egn07w.1196E+02,good,nstxuE202806A02t025,7,3.4576959803601413,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.46480131280989967,b0de20e69240c3dda1d0a536ffd902115344b5febe945a0b2a49a8a025074b55,nstxuE202806A02t025/N7/egn07w.1196E+02
nstxuE202806A02t025/N7/egn07w.1334E+02,good,nstxuE202806A02t025,7,3.652439112708037,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.2633631597981271,bb456dfdc4b6479474dc9021b3cbe3eded0c025ed1131496d313121b0274227e,nstxuE202806A02t025/N7/egn07w.1334E+02
nstxuE202806A02t025/N7/egn07w.1411E+02,good,nstxuE202806A02t025,7,3.756991153126535,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.42251417999315694,776497559351100290610e80f6ea71d2dd024db514cc81fbc1a025ee88b0391f,nstxuE202806A02t025/N7/egn07w.1411E+02
nstxuE202806A02t025/N7/egn07w.2346E+02,good,nstxuE202806A02t025,7,4.843957444624071,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.14590729491849927,30a76379997932124ce90625a2404127ce80fe73667dff8660a58a577f91a87d,nstxuE202806A02t025/N7/egn07w.2346E+02
nstxuE202806A02t025/N7/egn07w.2435E+02,good,nstxuE202806A02t025,7,4.934512024779895,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.40866745563977,3131ec42b23904850a00f93dae61203cca6db15e8306fcec60cbb233ae3485a7,nstxuE202806A02t025/N7/egn07w.2435E+02
nstxuE202806A02t025/N8/egn08w.9030E+01,good,nstxuE202806A02t025,8,3.0049459811295405,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.9851959910401419,50e17b41f61158411b7324db314d13b3e5fef52169002702ff6f01aeb27e8b15,nstxuE202806A02t025/N8/egn08w.9030E+01
nstxuE202806A02t025/N8/egn08w.1045E+02,good,nstxuE202806A02t025,8,3.2323053065223224,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5784616096006989,6cb40fa97ac2093f94ef47735b0c65b186df72c39bc466805a95cdcf2b692acb,nstxuE202806A02t025/N8/egn08w.1045E+02
nstxuE202806A02t025/N8/egn08w.1091E+02,good,nstxuE202806A02t025,8,3.303673770577433,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5883625611713614,377f90c32b71b6e1fba7b457576683c22ad9c0b51c520b6923ab102956337b0f,nstxuE202806A02t025/N8/egn08w.1091E+02
nstxuE202806A02t025/N8/egn08w.1145E+02,good,nstxuE202806A02t025,8,3.384344170535579,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.49514206212873535,27bbec13ca1edbd084a0b3e3ba2c599a931a5080556e68151a762caf3d1dab71,nstxuE202806A02t025/N8/egn08w.1145E+02
nstxuE202806A02t025/N8/egn08w.1205E+02,good,nstxuE202806A02t025,8,3.4716296871977703,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5545050334598022,7cbd42253cfc78249c228980bf8cd2bd60855d56bb5b0a421273f4e07d442eb2,nstxuE202806A02t025/N8/egn08w.1205E+02
nstxuE202806A02t025/N8/egn08w.1247E+02,good,nstxuE202806A02t025,8,3.5318347064825204,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3262720727835984,d9b69a2ac273a6dc73f3be0212064030f5a57bec3c2d9fec621ea4011a357bdd,nstxuE202806A02t025/N8/egn08w.1247E+02
nstxuE202806A02t025/N8/egn08w.1273E+02,good,nstxuE202806A02t025,8,3.568416500340356,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5260403852996902,74a5f8f1ce8453b351cea0dba5f4c5167f50431c8f3494ff08301b03f41d4a0d,nstxuE202806A02t025/N8/egn08w.1273E+02
nstxuE202806A02t025/N8/egn08w.1339E+02,good,nstxuE202806A02t025,8,3.6597774538232724,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5531577331067979,411835c8c7566f39a65741022a2fc9a36bf26782d7c46de64461430692f9eef8,nstxuE202806A02t025/N8/egn08w.1339E+02
nstxuE202806A02t025/N8/egn08w.1611E+02,good,nstxuE202806A02t025,8,4.0137452722111515,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.8429459835242991,1f885e062dc5bc88436795fdf3913507ec9ec2d6f5f72f3695ce8de95c86f16d,nstxuE202806A02t025/N8/egn08w.1611E+02
nstxuE202806A02t025/N8/egn08w.2430E+02,good,nstxuE202806A02t025,8,4.929316898968916,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3227278268444766,cb2ac166c6a4982da286e0350626a44ee6095ab8634017a9d6fc084db766cbb4,nstxuE202806A02t025/N8/egn08w.2430E+02
nstxuE202806A02t025/N8/egn08w.2494E+02,good,nstxuE202806A02t025,8,4.994271492268604,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.321296330478218,bd1cf6293cfa6d114276602f3669e4ab586c5692105ba909f347c8a7e91a9c8e,nstxuE202806A02t025/N8/egn08w.2494E+02
nstxuE202806A02t025/N9/egn09w.7987E+01,good,nstxuE202806A02t025,9,2.8260942476403805,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.994790184907518,4de90252bac8587275c706b28ce9cc9cfb304dc07586706d993d74c3c293a437,nstxuE202806A02t025/N9/egn09w.7987E+01
nstxuE202806A02t025/N9/egn09w.9977E+01,good,nstxuE202806A02t025,9,3.158653901517601,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.482779665066051,7ac0e9f653a07d288c86c5f93c160bdf2499c5727e2241310b2f7c31afd34941,nstxuE202806A02t025/N9/egn09w.9977E+01
nstxuE202806A02t025/N9/egn09w.1092E+02,good,nstxuE202806A02t025,9,3.304253249277639,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5512219274637271,5c06577dd331e40dd64b7b4ec892c47aa091110566555a680c89c63c81aae6ea,nstxuE202806A02t025/N9/egn09w.1092E+02
nstxuE202806A02t025/N9/egn09w.1148E+02,good,nstxuE202806A02t025,9,3.387721592213369,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5282450447097674,a42f8713010cf3a4bc0267fcc75a1b527c6de2a87eca0b5d7f3ae4ad4e530850,nstxuE202806A02t025/N9/egn09w.1148E+02
nstxuE202806A02t025/N9/egn09w.1189E+02,good,nstxuE202806A02t025,9,3.4485457252649874,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.42345252921881443,1f842b30430e91f1c823c16006c41bb0300311200154c0b247c7d187eac679b1,nstxuE202806A02t025/N9/egn09w.1189E+02
nstxuE202806A02t025/N9/egn09w.1221E+02,good,nstxuE202806A02t025,9,3.494072091710812,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5066892956882523,c5dd07cdff0b35ca26a1cb4efe70b90976bb5beec721cbc5fdfda79054cfcc81,nstxuE202806A02t025/N9/egn09w.1221E+02
nstxuE202806A02t025/N9/egn09w.1336E+02,good,nstxuE202806A02t025,9,3.6556180571736716,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5952300136077416,ecc7ee9dd3f0e2804c288ef8a91a13e04672e1512aa74048c51b8e3b37b2e796,nstxuE202806A02t025/N9/egn09w.1336E+02
nstxuE202806A02t025/N9/egn09w.1382E+02,good,nstxuE202806A02t025,9,3.717727773036629,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.9652189005465648,85f1d59c654687cb4bd96bc6fb0138d5e6e4529cc5641331c9b3aa2c0697d3d7,nstxuE202806A02t025/N9/egn09w.1382E+02
nstxuE202806A02t025/N9/egn09w.1391E+02,good,nstxuE202806A02t025,9,3.7299084855871816,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5711028843217456,4fca6ca41bb92d5ed644a1ebce7da9649af9b62c345e929fa13eaf9f50adda99,nstxuE202806A02t025/N9/egn09w.1391E+02
nstxuE202806A02t025/N9/egn09w.1406E+02,good,nstxuE202806A02t025,9,3.74936329572839,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5914328286974043,cb2bda83749edc36b538f56c672b4fe13d4710fb577043eca54f0fea200e757e,nstxuE202806A02t025/N9/egn09w.1406E+02
nstxuE202806A02t025/N9/egn09w.1422E+02,good,nstxuE202806A02t025,9,3.770551551820265,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.22567779456497392,aadaaa764b516ddec8ec812de1386c64f5f45b0fb3a9e1b7f9ce30bfec3a59a6,nstxuE202806A02t025/N9/egn09w.1422E+02
nstxuE202806A02t025/N9/egn09w.1428E+02,good,nstxuE202806A02t025,9,3.7791091971538955,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.17818595497270165,f92b7097e549ce8f561b5fda9f130e6e034729958b46172818cdae6a44da94d2,nstxuE202806A02t025/N9/egn09w.1428E+02
nstxuE202806A02t025/N9/egn09w.1472E+02,good,nstxuE202806A02t025,9,3.8365163802407074,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.603891403988519,baebfb74333e7c9b93b8164d8bf4b9d52524cd2335541338435841f2b0a437bb,nstxuE202806A02t025/N9/egn09w.1472E+02
nstxuE202806A02t025/N9/egn09w.1832E+02,good,nstxuE202806A02t025,9,4.280025876666428,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3649152457511514,9e772f4878e78596d416a7b3e93267a90b3aa00e79f7c747acb8309a690f533c,nstxuE202806A02t025/N9/egn09w.1832E+02
nstxuE202806A02t025/N9/egn09w.2448E+02,good,nstxuE202806A02t025,9,4.947681146287517,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.21625983469839632,57154fa1b567f6393dcd8b93d9f27e3e16486af33bdc7bcf7cf150d7b98678d2,nstxuE202806A02t025/N9/egn09w.2448E+02
nstxuE202806A02t025/N9/egn09w.2509E+02,good,nstxuE202806A02t025,9,5.00918205008116,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3576114902111668,5627e490a26c9eaf5ecd4f27d4625d31142538a06d7f855b8d746541b682556f,nstxuE202806A02t025/N9/egn09w.2509E+02
nstxuE202806A02t025/N10/egn10w.5223E+01,good,nstxuE202806A02t025,10,2.285456254205026,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.3683468752196638,85449cbce8b30569d6d216bb2c0f732c1b9797401306f3daafd693395ba98bbe,nstxuE202806A02t025/N10/egn10w.5223E+01
nstxuE202806A02t025/N10/egn10w.9820E+01,good,nstxuE202806A02t025,10,3.133654545420234,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5423586905092779,40380aa7b2215a006e4f1acc254f54a6d4e7d0e294ea68e2485ca808e26ad3e4,nstxuE202806A02t025/N10/egn10w.9820E+01
nstxuE202806A02t025/N10/egn10w.1073E+02,good,nstxuE202806A02t025,10,3.2749261586442477,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.6674726753205286,4df7919870a01c8afe172878dc222cb531bea995a63cb056038531fe6f93f2f4,nstxuE202806A02t025/N10/egn10w.1073E+02
nstxuE202806A02t025/N10/egn10w.1164E+02,good,nstxuE202806A02t025,10,3.412166291881734,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5310250501693765,6c109492f222d0cdc70944543f612f0a77056f4a7464f8352536b4a5ad5a771e,nstxuE202806A02t025/N10/egn10w.1164E+02
nstxuE202806A02t025/N10/egn10w.1205E+02,good,nstxuE202806A02t025,10,3.471200311060509,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5581324053256921,94df10107a54d9e00fc62c31bcb2e749d86d6b7cf469a2b0bbfad83d6b18ee25,nstxuE202806A02t025/N10/egn10w.1205E+02
nstxuE202806A02t025/N10/egn10w.1262E+02,good,nstxuE202806A02t025,10,3.5521899663085894,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5315899993930439,12c13dab58cfe2b80ac9cf2b4d5dc382240f487793cdb6a662ac234b0b6b0de8,nstxuE202806A02t025/N10/egn10w.1262E+02
nstxuE202806A02t025/N10/egn10w.1323E+02,good,nstxuE202806A02t025,10,3.637279988598695,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5745690873666919,379768d46015665f8ee6bc04ca9bba14910f74e51192b9290709678aa5c3c2d0,nstxuE202806A02t025/N10/egn10w.1323E+02
nstxuE202806A02t025/N10/egn10w.1395E+02,good,nstxuE202806A02t025,10,3.7352031260819136,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.6181663360478408,196ac239c390ad1423a9d70e7273acd28543c55c1b76e8e150e525f853bf09a2,nstxuE202806A02t025/N10/egn10w.1395E+02
nstxuE202806A02t025/N10/egn10w.1469E+02,good,nstxuE202806A02t025,10,3.832897468188359,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5221937316155691,f24004988e4ccb376d1194492e9ad163903d875812d9cd0d48244644f1c5126d,nstxuE202806A02t025/N10/egn10w.1469E+02
nstxuE202806A02t025/N10/egn10w.1540E+02,good,nstxuE202806A02t025,10,3.9243010555602194,tae_like,GOOD,NO_GOOD_TEMPLATE,GOOD,REVIEW,NO_GOOD_TEMPLATE,rule_survivor_policy,,,,,True,0.5472105896556452,15a7e7cf8e82cdec99b37d8510d91e78cfcc01fcead7b7e2a4325481ab056527,nstxuE202806A02t025/N10/egn10w.1540E+02
