path,true_label,rf_label,cnn_label,combined_policy_label,p_rf_good,p_cnn_good,p_avg,tier,is_flagged,selected_final
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N3/egn03w.1377E+02,bad,bad,bad,bad,0.016666666666666666,0.0,0.008333333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N3/egn03w.1633E+02,bad,bad,bad,bad,0.11666666666666667,0.0,0.058333333333333334,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1027E+02,bad,bad,bad,bad,0.16,1.1303273339535735e-07,0.0800000565163667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1412E+02,bad,bad,bad,bad,0.11333333333333333,0.0,0.056666666666666664,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1428E+02,bad,bad,bad,bad,0.03333333333333333,0.0,0.016666666666666666,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1444E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1453E+02,bad,bad,bad,bad,0.0033333333333333335,0.0,0.0016666666666666668,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1467E+02,bad,bad,bad,bad,0.006666666666666667,0.0,0.0033333333333333335,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1488E+02,bad,bad,bad,bad,0.06333333333333334,0.0,0.03166666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1498E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1532E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1547E+02,bad,bad,bad,bad,0.006666666666666667,0.0,0.0033333333333333335,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1579E+02,bad,bad,bad,bad,0.06333333333333334,0.0,0.03166666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1592E+02,bad,bad,bad,bad,0.07666666666666666,0.0,0.03833333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1595E+02,bad,bad,bad,bad,0.05,0.0,0.025,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N4/egn04w.1661E+02,bad,bad,bad,bad,0.03,0.441963791847229,0.23598189592361452,flagged_borderline_or_disagreement,True,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1486E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1568E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1574E+02,bad,bad,bad,bad,0.02666666666666667,0.0,0.013333333333333334,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1600E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1605E+02,bad,bad,bad,bad,0.023333333333333334,0.0,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1700E+02,bad,bad,bad,bad,0.023333333333333334,0.00562237948179245,0.014477856407562892,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N5/egn05w.1718E+02,bad,bad,bad,bad,0.016666666666666666,0.0,0.008333333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1604E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1618E+02,bad,bad,bad,bad,0.03333333333333333,0.0,0.016666666666666666,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1628E+02,bad,bad,bad,bad,0.05,0.0,0.025,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1640E+02,bad,bad,bad,bad,0.03333333333333333,0.0,0.016666666666666666,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1699E+02,bad,bad,bad,bad,0.016666666666666666,0.0,0.008333333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1725E+02,bad,bad,bad,bad,0.023333333333333334,0.0,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1749E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.1768E+02,bad,bad,bad,bad,0.006666666666666667,0.0,0.0033333333333333335,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.9560E+01,bad,bad,bad,bad,0.06666666666666667,7.789004303049296e-05,0.03337227835484858,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N6/egn06w.9583E+01,bad,bad,bad,bad,0.03333333333333333,5.774214072311909e-16,0.016666666666666954,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N7/egn07w.1695E+02,bad,bad,bad,bad,0.023333333333333334,0.0006341562839224935,0.011983744808627914,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N7/egn07w.1707E+02,bad,bad,bad,bad,0.02,0.0,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N7/egn07w.1717E+02,bad,bad,bad,bad,0.02,0.0,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N7/egn07w.1733E+02,bad,bad,bad,bad,0.04,0.0,0.02,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1084E+02,bad,bad,bad,bad,0.0,0.0,0.0,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1086E+02,bad,bad,bad,bad,0.06666666666666667,0.0,0.03333333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1569E+02,bad,bad,bad,bad,0.023333333333333334,0.0,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1580E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1588E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1628E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1638E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1643E+02,bad,bad,bad,bad,0.023333333333333334,0.0,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1670E+02,bad,bad,bad,bad,0.02,0.0,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1687E+02,bad,bad,bad,bad,0.02,2.9152451741070784e-30,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1691E+02,bad,bad,bad,bad,0.02,0.0,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1696E+02,bad,bad,bad,bad,0.013333333333333334,1.4300148533646862e-38,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1702E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1708E+02,bad,bad,bad,bad,0.01,0.0,0.005,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1713E+02,bad,bad,bad,bad,0.023333333333333334,6.499066228941514e-37,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1718E+02,bad,bad,bad,bad,0.02,0.00026764124049805105,0.010133820620249026,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1725E+02,bad,bad,good,bad,0.03,0.7313240766525269,0.38066203832626344,flagged_borderline_or_disagreement,True,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N8/egn08w.1733E+02,bad,bad,bad,bad,0.02,0.0,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N9/egn09w.1215E+02,bad,bad,bad,bad,0.023333333333333334,0.0,0.011666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG133964S31/N9/egn09w.1262E+02,bad,bad,bad,bad,0.013333333333333334,0.0,0.006666666666666667,gold_bad,False,
