path,shot,mode_key,input_fingerprint,rules_decision,rules_reason,rf_cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier,overall_rule_severity,rule_margin,nearest_gate,rules_selected_final,rf_cnn_selected_final
nstxuE202944A02t021/N9/egn09w.1500E+02,nstxuE202944A02t021,nstxuE202944A02t021/N9/egn09w.1500E+02,452773602f012359ceb2d1a9f7d7382760a6b712a54cc85ecf0d249e152537c3,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.7666666666666667,0.6424185037612915,gold_good,1.2089267477997867,-0.2089267477997867,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE202944A02t021/N10/egn10w.7005E+01,nstxuE202944A02t021,nstxuE202944A02t021/N10/egn10w.7005E+01,3e4b433bc5dfcea9d9bc6341ef1611b5097dad4d9e737cf178f9c738f49a67f7,BAD,BAD_AXIS_SPIKE,GOOD,0.84,9.277496494603957e-24,flagged_rf_only_good,2.5617694625250045,-1.5617694625250045,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE202944A02t021/N10/egn10w.7125E+01,nstxuE202944A02t021,nstxuE202944A02t021/N10/egn10w.7125E+01,b1579db4f65bedd3615cf90f904a2599132eafb3f7463c205e2db916be6dffb3,BAD,BAD_AXIS_SPIKE,GOOD,0.5166666666666667,0.0,flagged_rf_only_good,4.303349904493219,-3.303349904493219,BAD_AXIS_SPIKE,,True
nstxuE202944A02t021/N10/egn10w.7332E+01,nstxuE202944A02t021,nstxuE202944A02t021/N10/egn10w.7332E+01,86f6ac673056a7330a5126e768970a3e4f132abf4f3b0dfa31e59eb18fedf6fb,BAD,BAD_AXIS_SPIKE,GOOD,0.9833333333333333,1.6184998862663991e-28,flagged_rf_only_good,1.2827357852612054,-0.28273578526120535,BAD_AXIS_SPIKE,,True
nstxuE202944A02t021/N10/egn10w.1626E+02,nstxuE202944A02t021,nstxuE202944A02t021/N10/egn10w.1626E+02,b429b1cd1fd7aee4c25a008fab1a9bf4351f375d1cfcff91b38605c961579e5e,BAD,BAD_AXIS_SPIKE,GOOD,0.6366666666666667,8.341078695794923e-12,flagged_rf_only_good,1.6464609789974207,-0.6464609789974207,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N1/egn01w.8493E+01,nstxuE203655F01t025,nstxuE203655F01t025/N1/egn01w.8493E+01,954089d2233dd5d1e5f99782a6a99341be2f51d161f793e6c6000609b1fa5325,GOOD,NO_GOOD_TEMPLATE,BAD,0.35333333333333333,8.338670430240691e-21,silver_bad,0.6351283802513149,0.3648716197486851,BAD_AXIS_SPIKE,True,
nstxuE203655F01t025/N1/egn01w.8834E+01,nstxuE203655F01t025,nstxuE203655F01t025/N1/egn01w.8834E+01,12cb238a7813bc470b9d539d23b7428b38a27e9344a91e754cdc1f3495738517,GOOD,NO_GOOD_TEMPLATE,BAD,0.37,1.0,flagged_borderline_or_disagreement,0.14037200148819773,0.8596279985118023,BAD_GRID_SCALE_SPIKE,True,
nstxuE203655F01t025/N1/egn01w.1170E+02,nstxuE203655F01t025,nstxuE203655F01t025/N1/egn01w.1170E+02,ca8e408999d678236bf8354bce1b424e39b3b342a519131acd7ccfa749175fcd,GOOD,NO_GOOD_TEMPLATE,BAD,0.30333333333333334,0.9999991655349731,flagged_borderline_or_disagreement,0.13459101467060702,0.8654089853293929,BAD_GRID_SCALE_SPIKE,True,
nstxuE203655F01t025/N2/egn02w.2035E+02,nstxuE203655F01t025,nstxuE203655F01t025/N2/egn02w.2035E+02,16b3faf400137c2c0739f851d902a23aae99a00a16abafe104b9e53b1f84c1ad,GOOD,NO_GOOD_TEMPLATE,BAD,0.35,6.126131232072479e-14,silver_bad,0.9393601928752008,0.06063980712479922,BAD_GRID_SCALE_SPIKE,True,
nstxuE203655F01t025/N3/egn03w.8443E+01,nstxuE203655F01t025,nstxuE203655F01t025/N3/egn03w.8443E+01,914894243980b78ffb4338edf7e0f42d8fc75353e83ce14cc0e3904d1d664213,BAD,BAD_AXIS_SPIKE,GOOD,0.7466666666666667,0.9999997615814209,gold_good,1.011312524510788,-0.011312524510787902,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N5/egn05w.8681E+01,nstxuE203655F01t025,nstxuE203655F01t025/N5/egn05w.8681E+01,326505bc09f4c1a57890c2e3b3421be9a1e5c55a25f2f7c117ebac792ae2ad48,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5033333333333333,0.0,flagged_rf_only_good,1.649859495800592,-0.6498594958005921,BAD_GRID_SCALE_SPIKE,,True
nstxuE203655F01t025/N7/egn07w.8438E+01,nstxuE203655F01t025,nstxuE203655F01t025/N7/egn07w.8438E+01,4ad59c0092f4faa373b9390ad3632758d79b5675f0980cc1cab69561e57afd61,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5,0.0,flagged_rf_only_good,1.809972395753989,-0.809972395753989,BAD_GRID_SCALE_SPIKE,,True
nstxuE203655F01t025/N8/egn08w.8908E+01,nstxuE203655F01t025,nstxuE203655F01t025/N8/egn08w.8908E+01,ec18791f3c07470e593ce82d28a003ea5077c013f8f5ab3d8e0d9b85319faa69,BAD,BAD_AXIS_SPIKE,GOOD,0.5233333333333333,0.0,flagged_rf_only_good,2.95746194714394,-1.95746194714394,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N8/egn08w.1015E+02,nstxuE203655F01t025,nstxuE203655F01t025/N8/egn08w.1015E+02,a3bb4bb489697b9e69b3ac2835696ffbba26162cb26d8e0604b27d0a4ae8ba0e,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.9733333333333334,2.4456721099252315e-14,flagged_rf_only_good,1.5698712819938017,-0.5698712819938017,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N8/egn08w.1049E+02,nstxuE203655F01t025,nstxuE203655F01t025/N8/egn08w.1049E+02,e337d03d71dc476210ba3c3352f1804e3785240df14a038a1d307df2dec16f75,BAD,BAD_AXIS_SPIKE,GOOD,0.7733333333333333,0.0,flagged_rf_only_good,3.1418355042787516,-2.1418355042787516,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N8/egn08w.1073E+02,nstxuE203655F01t025,nstxuE203655F01t025/N8/egn08w.1073E+02,d477bd241a22c087da1be743f5843503db0e948b99b3091c83275169dbf7f6d2,BAD,BAD_AXIS_SPIKE,GOOD,0.7166666666666667,0.0,flagged_rf_only_good,10.0,-9.0,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N8/egn08w.1547E+02,nstxuE203655F01t025,nstxuE203655F01t025/N8/egn08w.1547E+02,183097bbe9407ac34ebc298ab96072c7839fe415e14125068fcc88e2df59bf99,BAD,BAD_AXIS_SPIKE,GOOD,0.6366666666666667,4.09757012675982e-06,flagged_rf_only_good,2.9130153816893247,-1.9130153816893247,BAD_CONT_CROSS_WINDOW,,True
nstxuE203655F01t025/N9/egn09w.9260E+01,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.9260E+01,061c68f24d0ffdd06a88f459eb182314ad9e99cc7ab6da0a714232f4257b5842,BAD,BAD_AXIS_SPIKE,GOOD,0.5366666666666666,0.0,flagged_rf_only_good,2.9901343836443863,-1.9901343836443863,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N9/egn09w.9525E+01,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.9525E+01,07b91b37b8769ef5ecd8756dbd103ff622b79cbc70e516558869fa767b91971d,BAD,BAD_AXIS_SPIKE,GOOD,0.8566666666666667,9.338697282146313e-08,flagged_rf_only_good,1.1304175057987604,-0.13041750579876044,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N9/egn09w.1107E+02,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.1107E+02,99d02ec6aae0ca3b1b7233601a39df4f50621a6e4fd87b5fc28232c88ef49bf0,BAD,BAD_AXIS_SPIKE,GOOD,0.9866666666666667,2.430087110271567e-13,flagged_rf_only_good,2.1621867049495043,-1.1621867049495043,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N9/egn09w.1166E+02,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.1166E+02,eeaad49dadaa3333a2ac221fa5f1bfbfba8d5c83885963105a0b954204ea2463,BAD,BAD_AXIS_SPIKE,GOOD,0.9366666666666666,0.0,flagged_rf_only_good,6.271765186347438,-5.271765186347438,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N9/egn09w.1467E+02,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.1467E+02,ef8b3db5e5d25bd151a3e673c3f63f225b66822dac6bc7205f715d15bf90b461,BAD,BAD_AXIS_SPIKE,GOOD,0.89,3.349931221308111e-09,flagged_rf_only_good,2.90102986935163,-1.90102986935163,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N9/egn09w.1591E+02,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.1591E+02,6f6eee62e730aa1369453eb6680dbccc4108436ad7965329c3d8ed16aa587284,BAD,BAD_AXIS_SPIKE,GOOD,0.5933333333333334,4.4556594525069215e-11,flagged_rf_only_good,2.8854651771138085,-1.8854651771138085,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N9/egn09w.1872E+02,nstxuE203655F01t025,nstxuE203655F01t025/N9/egn09w.1872E+02,8a278c92170363cad4db9bed62bf2776f0a29fdb09cf282b0d16806e3cfaf90f,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.8966666666666666,1.0,gold_good,1.1742302328199588,-0.17423023281995875,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N10/egn10w.9290E+01,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.9290E+01,4bb97364868e77a5425b13e535677adeb82d07be9c75834a22cd60b39334cf0d,BAD,BAD_AXIS_SPIKE,GOOD,0.53,1.2375518061978678e-37,flagged_rf_only_good,2.385281970653861,-1.3852819706538608,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N10/egn10w.1071E+02,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.1071E+02,bda4e1a88ee781f50cbf6e3ec3f3761c8deb7989b368215aa161bc34ca67f699,BAD,BAD_AXIS_SPIKE,GOOD,0.9333333333333333,1.7596940983567444e-22,flagged_rf_only_good,1.978579327154126,-0.9785793271541261,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N10/egn10w.1224E+02,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.1224E+02,7e7d0fbabe2f9f4e18d8757d64f57e25218e01604baf0fcea6dfe8da8ac732a0,BAD,BAD_AXIS_SPIKE,GOOD,0.9933333333333333,7.302224431821685e-21,flagged_rf_only_good,1.6409207411886515,-0.6409207411886515,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N10/egn10w.1313E+02,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.1313E+02,bcda54c254b6141471c917bd91452d2b15ec7e38cbea05cc72187c1d080bf826,BAD,BAD_AXIS_SPIKE,GOOD,0.9566666666666667,5.513170673387235e-19,flagged_rf_only_good,1.6487810045355151,-0.6487810045355151,BAD_AXIS_SPIKE,,True
nstxuE203655F01t025/N10/egn10w.1739E+02,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.1739E+02,7a6eab6f6b442f786f81eabf5917464466e3c5b047542676825115a2a3cd0ed7,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.9766666666666667,0.9998871088027954,gold_good,1.3622714116598893,-0.3622714116598893,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
nstxuE203655F01t025/N10/egn10w.1897E+02,nstxuE203655F01t025,nstxuE203655F01t025/N10/egn10w.1897E+02,4ea77235f07cc96f95f84aab38f5080ae12befbc08a2378134608c532c72107e,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.89,0.9997239708900452,gold_good,1.2914923991254081,-0.29149239912540814,BAD_NEAR_AXIS_GRID_OSCILLATION,,True
