shot,mode_key,input_fingerprint,rules_decision,rules_reason,rf_cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier
nstxuE204186A01t020,nstxuE204186A01t020/N2/egn02w.7370E+01,f5501735f3962acb0d84f211d9766463c5b5b5f8230143a8ec1678484c76b292,GOOD,NO_GOOD_TEMPLATE,BAD,0.3933333333333333,6.4856891413001e-08,silver_bad
nstxuE204186A01t020,nstxuE204186A01t020/N2/egn02w.7426E+01,df03626e492332b00b163d33700d79100e2f08896da42e8d3b86455c66ea06e5,GOOD,NO_GOOD_TEMPLATE,BAD,0.36,2.61283643375812e-14,silver_bad
nstxuE204186A01t020,nstxuE204186A01t020/N2/egn02w.7489E+01,d7fdc6ad864b4e1aacca7a2c6a6b3d177b5f85f22dbb1c391664324906c7c8ca,GOOD,NO_GOOD_TEMPLATE,BAD,0.3933333333333333,8.865774311925202e-21,silver_bad
nstxuE204186A01t020,nstxuE204186A01t020/N3/egn03w.7833E+01,a664e13522b63513e66912d15f950844223e1539d22708ecf52953867cf6db52,BAD,BAD_AXIS_SPIKE,GOOD,0.89,7.257945329811055e-13,flagged_rf_only_good
nstxuE204186A01t020,nstxuE204186A01t020/N4/egn04w.1164E+02,8e7c36f4dc5a706521b778f727624f5c3d6664c6bb1d19e2886ecd90dcc071cb,GOOD,NO_GOOD_TEMPLATE,BAD,0.37666666666666665,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N4/egn04w.1317E+02,f1a698d4adeef18185f77cd8e037d5026bb5fdf56879e4814fca83fdfce27848,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.8166666666666667,0.9432275891304016,gold_good
nstxuE204186A01t020,nstxuE204186A01t020/N4/egn04w.1588E+02,4c1bd9c0b62c563ed394bdc533eec9701265f1d913a73d64abeef0f3f8d48d08,GOOD,NO_GOOD_TEMPLATE,BAD,0.13666666666666666,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N5/egn05w.1279E+02,d29af99cb6aa1fd193e8d1a73239142f6aa3dd3ef828be6eeb66e72b9e4258cb,GOOD,NO_GOOD_TEMPLATE,BAD,0.39,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N5/egn05w.1538E+02,a96f0707915143cfd4bc18edc2e06f3d02c773d429d4470d5bffcc1cb4418fca,GOOD,NO_GOOD_TEMPLATE,BAD,0.24666666666666667,0.9999998807907104,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N5/egn05w.2034E+02,a315c986c031a27d669ca706ba827914300e397498f65cd0623eda5f4209a799,BAD,BAD_CONT_CROSS_WINDOW,GOOD,0.7966666666666666,0.9999998807907104,gold_good
nstxuE204186A01t020,nstxuE204186A01t020/N5/egn05w.7725E+01,fc24067fe9f529fe9c8f9a3009cf0bf52ed5f8c52e12e24dbca4edc13fef1f27,GOOD,NO_GOOD_TEMPLATE,BAD,0.23666666666666666,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N7/egn07w.1188E+02,bff9bde83596f4bcd37592debe3a12db70207b5dcc3f9cd056babdddbedcc992,GOOD,NO_GOOD_TEMPLATE,BAD,0.3,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N8/egn08w.1291E+02,324a44cfb932e3e41bae795f6a1ec16b7ff4b39b7342e1a944de722ee8a127f5,GOOD,NO_GOOD_TEMPLATE,BAD,0.25,1.0,flagged_borderline_or_disagreement
nstxuE204186A01t020,nstxuE204186A01t020/N8/egn08w.2514E+02,9c7338267ac491364a8540bacd15ebb8950a3f45837e1bd358c71b6c254ffc6d,GOOD,NO_GOOD_TEMPLATE,BAD,0.13,2.2082898794906214e-05,gold_bad
nstxuE204621A03t030,nstxuE204621A03t030/N10/egn10w.1358E+02,79767d1c7ad23ee57459cbf2bc4b04091d4d85da44d9555f65256109f01ebae2,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,0.4266666666666667,0.9898603558540344,flagged_cnn_rescue
nstxuE204621A03t030,nstxuE204621A03t030/N2/egn02w.6973E+01,cd42d7e33ea62a39bdd8275de8a146bcba4304a27aa6932def449d9c7a05bcf5,BAD,BAD_AXIS_SPIKE,GOOD,0.6166666666666667,1.9702946888497212e-14,flagged_rf_only_good
nstxuE204621A03t030,nstxuE204621A03t030/N2/egn02w.7034E+01,1f364e5608a11614fa0004290df0834c98cb407b81a71401da4446b46cc34c32,BAD,BAD_AXIS_SPIKE,GOOD,0.61,2.539602404180133e-21,flagged_rf_only_good
nstxuE204621A03t030,nstxuE204621A03t030/N2/egn02w.7108E+01,0bb013b37d62efa1ac61943b44e04efa39f0fe962270ed73cea32bb0796579d3,GOOD,NO_GOOD_TEMPLATE,BAD,0.38,0.0,silver_bad
nstxuE204621A03t030,nstxuE204621A03t030/N4/egn04w.7070E+01,5c408b70c1374c32049dac6a472549e3ffe90ab7671feed3dc0567084d0fe30d,GOOD,NO_GOOD_TEMPLATE,BAD,0.32666666666666666,1.0,flagged_borderline_or_disagreement
nstxuE204621A03t030,nstxuE204621A03t030/N5/egn05w.7084E+01,9878cc7cd96e0ea2baf71af04a09a6c3c1395cd681759226bb739768178d01bd,GOOD,NO_GOOD_TEMPLATE,BAD,0.13,0.9999840259552002,flagged_borderline_or_disagreement
nstxuE204621A03t030,nstxuE204621A03t030/N6/egn06w.1273E+02,c0f165b744adff896578ce9e629e6e2d73c16555823cdf7d904ff21e57e6eb03,GOOD,NO_GOOD_TEMPLATE,BAD,0.21666666666666667,7.939764259390358e-07,silver_bad
nstxuE204621A03t030,nstxuE204621A03t030/N6/egn06w.7163E+01,755314264dbdb57d0951d63476235f273a8d1cf5b6322bd5806ebb3bc53ffbd9,GOOD,NO_GOOD_TEMPLATE,BAD,0.26,6.583457872822232e-14,silver_bad
nstxuE204621A03t030,nstxuE204621A03t030/N7/egn07w.1409E+02,d9146a0380e5049f26c1992d6971fdb8975e1d9d24a3e96832ea5d0f5c39935d,GOOD,NO_GOOD_TEMPLATE,BAD,0.33666666666666667,0.09375203400850296,silver_bad
nstxuE204621A03t030,nstxuE204621A03t030/N7/egn07w.7235E+01,50e296af7d6b30fb7cc358fdd2f92e92869fa1866e9ffd77a47192834a1176e4,GOOD,NO_GOOD_TEMPLATE,BAD,0.21,8.800947101031913e-20,silver_bad
nstxuE204621A03t030,nstxuE204621A03t030/N8/egn08w.6362E+01,050eb6e0182691818bb81ab6eed084780b9bfaf6f00398cde824a9d26df32726,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.5266666666666666,1.0,silver_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.3812E+01,be847a5163fbb80c6fb82f2ebfd972ecc6593bd3c2fc66f1fce54f511f7b46c8,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.61,0.12280832231044769,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.5190E+01,16c30475939061b03733fbe123d07b45955365e374bb3b81fcdf41a15282ed94,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.7733333333333333,5.284269590367756e-14,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.5446E+01,a736222ed675e370707ccfec72851cba2a4e9f42b5763516fa31010e88f86098,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.7633333333333333,3.685661340568913e-06,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.5761E+01,5c604a8625a768ea12b84071ff9c63a3a934acc1764672b5dd974f753ed8a8eb,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.71,1.0,gold_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.6587E+01,cf00c22ed14e0aabeee84035675029350d63c6906161e65b9524e554145fe99f,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.6566666666666666,0.0,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.8871E+01,80842102c9f6dcc19fc1d2451dd6cc3a218dc739761e29b83260f47b076daed8,GOOD,NO_GOOD_TEMPLATE,BAD,0.47333333333333333,1.3012876178800435e-17,flagged_borderline_or_disagreement
nstxuE204645A16t015,nstxuE204645A16t015/N10/egn10w.9701E+01,73c7681e9a238ff8b90f2c7021ebf84e099b87b9597fcbb8def5b299782262ae,GOOD,NO_GOOD_TEMPLATE,BAD,0.4866666666666667,8.900474700180515e-21,flagged_borderline_or_disagreement
nstxuE204645A16t015,nstxuE204645A16t015/N5/egn05w.8551E+01,e14f705a433865dd3283864911b68fefd8aefbfd71f5b1ec41a4707612ce74c8,GOOD,NO_GOOD_TEMPLATE,BAD,0.49666666666666665,0.8374233841896057,flagged_borderline_or_disagreement
nstxuE204645A16t015,nstxuE204645A16t015/N6/egn06w.4765E+01,06e7f8ec5bdc198aa098fdc5b828aafaca837d032e6bf593c3187fa78d0570c4,GOOD,NO_GOOD_TEMPLATE,BAD,0.41333333333333333,3.019061107627746e-38,flagged_borderline_or_disagreement
nstxuE204645A16t015,nstxuE204645A16t015/N6/egn06w.6181E+01,160dac163b13980bb24090b2ac7f4b67335cfbe17139cecdeb398fd39351886a,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.6233333333333333,0.00021433626534417272,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N7/egn07w.2244E+01,fa563e31608dbf75c68d16f70ee4e9c085b8184b49960de4ad769d78f2fb6258,GOOD,NO_GOOD_TEMPLATE,BAD,0.14,0.0,gold_bad
nstxuE204645A16t015,nstxuE204645A16t015/N7/egn07w.2265E+01,c5f5a37c0ac9c01bf0c5619908d101dfc49d8d848244aca2ea05a47a2c8bf4f0,GOOD,NO_GOOD_TEMPLATE,BAD,0.13,1.0,flagged_borderline_or_disagreement
nstxuE204645A16t015,nstxuE204645A16t015/N7/egn07w.4136E+01,94a6a54cf5a4a22fe5b59f0838a9652b81d81f6e1e304d9f180dc7be9f770e6a,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.73,1.0,gold_good
nstxuE204645A16t015,nstxuE204645A16t015/N7/egn07w.4255E+01,50667425a1be9170d7b5089f1593457295f62be0a8bb5a369a679e6fd8e13d8f,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.9433333333333334,1.0,gold_good
nstxuE204645A16t015,nstxuE204645A16t015/N8/egn08w.3611E+01,9a764cf5f4ec3cab01420714a8644c44685c739be062185fe4cbec59047b0b8a,BAD,BAD_GRID_SCALE_SPIKE,GOOD,0.5233333333333333,1.934801366587635e-05,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N9/egn09w.4306E+01,4519295e1a65688ce90b227fff06b866fd45a2d66ab9aee867d7b43854ac2c68,BAD,BAD_AXIS_SPIKE,GOOD,0.5866666666666667,0.0,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N9/egn09w.5126E+01,135efb99c0a800abfa433a68572ee7cff836cc773b2fecaa152608994c5720c8,BAD,BAD_AXIS_SPIKE,GOOD,0.6066666666666667,0.0,flagged_rf_only_good
nstxuE204645A16t015,nstxuE204645A16t015/N9/egn09w.5606E+01,6b606e1134a5ed365537afc791ede563ebbee2e88acf118da272e6ab9cec753f,BAD,BAD_AXIS_SPIKE,GOOD,0.6133333333333333,0.0,flagged_rf_only_good
