path,mode_key,cohort,training_label,input_fingerprint,selected_final,nr,baseline_decision,baseline_reason,energy_peak_r,energy_fwhm_grid,ext_dr,ext_df_gap,extremum_exception,fails_clearance,fails_width_1_0,newly_rejected_width_1_0,fails_width_1_1,newly_rejected_width_1_1
/p/hym/ebelova/NOVA/data_mixed/nstxuG142301H47/N7/egn07w.2530E+02,nstxuG142301H47/N7/egn07w.2530E+02,training,good,f7e1ed3d56acf2f5c311502bc528c3b6ba99d39e303281a7447a5f41bbb195a5,,201,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,0.08,1.2325276030074994,0.0050000000000000044,6.176140572142723e-05,False,True,False,False,False,False
