shot,mode_key,input_fingerprint,rules_decision,rules_reason,rf_cnn_decision,p_rf_good,p_cnn_good,rf_cnn_tier
nstxuE204645A16t015,nstxuE204645A16t015/N6/egn06w.6181E+01,160dac163b13980bb24090b2ac7f4b67335cfbe17139cecdeb398fd39351886a,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.6233333333333333,0.00021433626534417272,flagged_rf_only_good
nstxuE204708F03t017,nstxuE204708F03t017/N3/egn03w.1167E+02,98178fb73fad8871fda42aba9d55fc23fa7e75b22e6ec3d6424a41ab47a644e3,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.7166666666666667,2.0479295415043453e-07,flagged_rf_only_good
nstxuG121123N80,nstxuG121123N80/N9/egn09w.4646E+02,fd222197f4a4d3ad65a850e03b22476667e8be91dd9eb7eac583e9ee7e5ee439,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.92,1.0,gold_good
nstxuG142301L94,nstxuG142301L94/N9/egn09w.2746E+02,51499bc25ef2e08afc4d569a14285327e8a87a75f712a07ac403bb7011febe5c,BAD,BAD_INTERIOR_UNRESOLVED_ENVELOPE,GOOD,0.5266666666666666,3.5725003044717596e-07,flagged_rf_only_good
