model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,344,205,17,4,118,0.938953488372093,0.8740740740740741,0.9672131147540983,0.9182879377431906
cnn,344,199,23,6,116,0.9156976744186046,0.8345323741007195,0.9508196721311475,0.888888888888889
combined_policy,344,201,21,2,120,0.9331395348837209,0.851063829787234,0.9836065573770492,0.9125475285171102
