model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,344,205,17,4,118,0.938953488372093,0.8740740740740741,0.9672131147540983,0.9182879377431906
cnn,344,186,36,7,115,0.875,0.7615894039735099,0.9426229508196722,0.8424908424908426
combined_policy,344,198,24,2,120,0.9244186046511628,0.8333333333333334,0.9836065573770492,0.9022556390977444
