shot,n,n_total_files,n_failed_load,n_nan_or_invalid,n_tae_like,n_mixed,n_eae_like,n_sent_to_classifiers,n_gold_good,n_silver_good,n_good_before_clustering,n_final_good,n_final_bad,n_flagged,fraction_good,fraction_flagged,rf_cnn_agreement_fraction,mean_p_rf_good,mean_p_cnn_good,median_p_rf_good,median_p_cnn_good,mode_clusters_removed,fraction_tae_threshold,fraction_eae_threshold,signed_delta_eae_threshold,include_mixed_in_tae_like,gold_good_rf_threshold,gold_good_cnn_threshold,silver_good_rf_threshold,silver_good_cnn_threshold,cnn_rescue_rf_threshold,cnn_rescue_cnn_threshold,gold_bad_threshold,silver_bad_threshold,rf_only_good_threshold,rf_score_weight,cnn_score_weight
nstx_141711,1,147,0,0,32,8,107,40,0,0,0,0,40,0,0.0,0.0,1.0,0.035166666666666666,9.134743053031566e-09,0.02666666666666667,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,2,35,0,0,9,0,26,9,0,0,1,1,8,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.18148148148148147,4.949758383823649e-06,0.16333333333333333,1.034632322104525e-15,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,3,35,0,0,22,1,12,23,2,2,5,4,18,2,0.17391304347826086,0.08695652173913043,0.9565217391304348,0.1930434782608696,0.21462385827546618,0.05,0.0,1,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,4,42,0,0,22,1,19,23,2,1,3,3,20,1,0.13043478260869565,0.043478260869565216,1.0,0.1828985507246377,0.12562357815342898,0.1,2.526103517344187e-22,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,5,48,0,0,23,0,25,23,6,1,7,7,16,1,0.30434782608695654,0.043478260869565216,1.0,0.29985507246376814,0.30433640121859185,0.05333333333333334,1.042776274648088e-35,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,6,54,0,0,27,1,26,28,8,0,10,10,18,3,0.35714285714285715,0.10714285714285714,0.8928571428571429,0.35571428571428576,0.3188799496959658,0.10666666666666667,2.8702615621655603e-32,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,7,79,0,0,26,2,51,28,3,1,4,4,24,3,0.14285714285714285,0.10714285714285714,0.9285714285714286,0.21595238095238092,0.20880867966584768,0.08666666666666667,3.4118383409453634e-38,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,8,68,0,0,38,1,29,39,13,0,13,13,26,2,0.3333333333333333,0.05128205128205128,0.9743589743589743,0.3730769230769231,0.35377559147451115,0.11333333333333333,1.0439763792970507e-16,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,9,88,0,0,33,2,53,35,10,2,14,14,21,7,0.4,0.2,0.8857142857142857,0.4045714285714286,0.4461961204053379,0.36,0.031130071729421616,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstx_141711,10,83,0,0,35,6,42,41,10,2,14,14,27,4,0.34146341463414637,0.0975609756097561,0.926829268292683,0.32276422764227647,0.34123487304838457,0.07,1.90203331378607e-26,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
