mode_key,input_fingerprint,before,after,reason,axis_amplitude,inner_energy_fraction
nstxuG142301L94/N5/egn05w.2135E+02,3f835f34c778e7d62c0a12cd3181f21c991e30ac91aa25882f366858bbc8a20d,GOOD,BAD,BAD_AXIS_ENERGY_CONCENTRATION,1.0,0.600040724005384
