path,mode_key,cohort,input_fingerprint,nr,baseline_decision,baseline_reason,A_r0.01,h_r0.01,peak_r_r0.01,A_r0.015,h_r0.015,peak_r_r0.015,F_r0.01,F_r0.015,F_r0.02,F_r0.03,F_r0.05,F_r0.1,combined_candidate,cap_r0.01_A0.5,cap_r0.01_A0.7,cap_r0.01_A0.8,cap_r0.015_A0.5,cap_r0.015_A0.7,cap_r0.015_A0.8
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuG142301L94/N5/egn05w.2135E+02,nstxuG142301L94/N5/egn05w.2135E+02,shot_good,3f835f34c778e7d62c0a12cd3181f21c991e30ac91aa25882f366858bbc8a20d,201,GOOD,NO_GOOD_TEMPLATE,1.0,7,0.01,1.0,7,0.01,0.1162697438973838,0.2123035703852394,0.29063063837170716,0.4220790019657382,0.600040724005384,0.8104491609864156,True,True,True,True,True,True,True
