model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,293,209,10,15,59,0.9146757679180887,0.855072463768116,0.7972972972972973,0.8251748251748252
cnn,293,191,28,1,73,0.9010238907849829,0.7227722772277227,0.9864864864864865,0.8342857142857142
combined_policy,293,208,11,14,60,0.9146757679180887,0.8450704225352113,0.8108108108108109,0.8275862068965518
