shot,n,usable,suitable,median_relative_width,edge_monotonicity,lower_max_count,upper_min_count,extrema_pairs,upper_outer_change_rel,inner_center_frequency,shape_rmse_to_K51_same_n,raw_mode_count,error
nstxuG121123N80,8,True,False,0.3336159651573937,0.5638462883490736,2,2,2,-0.11697022598377953,6.226509572589563,0.05572868496261889,22,
nstxuG121123N80,9,True,True,0.35961313827382924,0.2018370933340843,3,3,3,-0.11506243773305593,6.230944060368493,0.05536153932393378,27,
nstxuG121123N80,10,True,True,0.34253223896364654,0.3963036423690859,3,3,3,-0.10843860389690313,6.2305517215692685,0.0631692398580082,22,
nstxuG121123Q62,6,True,False,0.12427623119183953,0.8109161380941325,2,0,0,0.1479972172833512,4.00857341654266,0.1914538165075477,95,
nstxuG121123Q62,7,True,False,0.13344784760099185,0.8036046837752369,3,1,1,0.16233307877799052,4.003510375312516,0.19516343179371148,119,
nstxuG121123Q62,8,True,False,0.12865575139137264,0.7950074925912708,3,1,1,0.15550206972254307,4.000928532494026,0.18876946595901103,117,
nstxuG121123Q62,9,True,False,0.1259580148692369,0.8018412777773737,2,0,0,0.16248242711475472,4.002037802023395,0.1886119740715502,161,
nstxuG121123Q62,10,True,False,0.11544793219757347,0.7961620868686148,3,0,0,0.15369233004920302,4.004325984901797,0.19102156285818028,194,
nstxuG121123R42,6,True,True,0.27347455050320907,0.475876168187487,2,1,1,-0.17019436004367247,6.94685337367901,0.09082685385431845,115,
nstxuG121123R42,7,True,True,0.287425963835293,0.23667496729427778,3,2,2,-0.17121520075739127,6.929628943566421,0.08062264954751695,115,
nstxuG121123R42,8,True,True,0.25122959652299076,0.29584471960583564,3,3,3,-0.16996549577191863,6.933059300532053,0.08005466904363603,120,
nstxuG121123R42,9,True,True,0.2755111554411288,0.3705607788464943,4,3,3,-0.16837689645720028,6.915554027745831,0.0870299072744313,139,
nstxuG121123R42,10,True,True,0.2877274225389243,0.15272057305342074,4,3,3,-0.16527689561697173,6.929211620391316,0.07761029121176904,122,
nstxuG133964R06,6,True,False,0.25800477939496513,0.8618357122554248,1,0,0,-0.09368440844463166,3.884478823446035,0.13611274016953764,54,
nstxuG133964R06,7,True,False,0.25907706515561235,0.8676723382805547,1,0,0,-0.09337871791063891,3.883663421703681,0.1369067176068394,25,
nstxuG133964R06,8,True,False,0.2573633185628207,0.8708791150577726,1,0,0,-0.06809128747885833,3.883193135790348,0.1372978676213769,52,
nstxuG133964R06,9,True,False,0.2573091493145083,0.8719150334468616,1,0,0,0.3200716700011331,3.882880494729215,0.13610243228079622,56,
nstxuG133964R06,10,True,False,0.25789372948476386,0.8754424174006326,1,0,0,5.6392689556969655,3.8826531753116313,0.1369219493563119,75,
nstxuG133964R48,6,True,False,0.09049560805965702,0.7637014639240154,1,1,1,-0.024908155414050632,4.106884565189522,0.18944243629041957,124,
nstxuG133964R48,7,True,False,0.10982486525115684,0.7388359634980998,1,1,1,0.18989308685717438,4.108720448566931,0.18932998298258025,101,
nstxuG133964R48,8,True,False,0.08925484107613797,0.7433732518271408,2,1,1,3.631210519563525,4.1062414135372585,0.18961566215628053,127,
nstxuG133964R48,9,True,False,0.11015350759954964,0.7116692747231403,2,2,2,nan,4.108718898572113,0.18341486704823312,134,
nstxuG133964R48,10,True,False,0.0907367908185582,0.7363301854583402,2,1,1,nan,4.1066390077225465,0.1903482460403149,105,
nstxuG133964S31,6,True,False,0.09461186515329947,0.8346280148269551,1,1,1,0.003710685803416842,3.903865909804449,0.18750790565797312,82,
nstxuG133964S31,7,True,False,0.0811158844577305,0.7944490969965294,1,1,1,0.005829305368601404,3.901630502881022,0.1978954835932147,115,
nstxuG133964S31,8,True,False,0.09465095474388457,0.8225087955000953,1,1,1,0.00286524235797058,3.9037029361860673,0.18813373828293478,119,
nstxuG133964S31,9,True,False,0.08195728011719113,0.7684303551536502,2,2,2,0.004559496327275216,3.901571248917885,0.19134389348679642,130,
nstxuG133964S31,10,True,False,0.09465955949433014,0.8002997995798331,1,1,1,0.0029098694174128957,3.9036796507511626,0.1903601546646853,137,
nstxuG133964U27,6,True,False,0.14461349699513004,0.47998180972350013,3,2,2,-0.01866480222448784,4.296264619268396,0.1294058785556144,118,
nstxuG133964U27,7,True,False,0.14016169730574432,0.43517702453680496,3,3,3,-0.018217631572293336,4.295967967631775,0.13967681494503698,154,
nstxuG133964U27,8,True,False,0.14295106950128844,0.3341135948051276,3,4,3,-0.01909324769916689,4.294208875705867,0.13698088083278495,138,
nstxuG133964U27,9,True,False,0.1439829214525644,0.39934939809395464,4,3,3,-0.017849909044641583,4.297093126254959,0.13169063991209984,151,
nstxuG133964U27,10,True,False,0.13955953148797698,0.30144070802755385,4,5,4,-0.017784532488283957,4.2930495956976635,0.13187304722423218,136,
nstxuG133964U37,6,True,False,0.08541763366288628,0.5642496227164122,2,2,2,-0.013223171092001346,4.119634590285725,0.16469788541723518,103,
nstxuG133964U37,7,True,False,0.08295792924827086,0.5063706348074982,3,3,3,-0.015072364886532706,4.119919878843332,0.17344830675648615,111,
nstxuG133964U37,8,True,False,0.08130799308540816,0.4687247023318008,3,3,3,-0.014109398373148486,4.1188053502351245,0.17078735597119477,126,
nstxuG133964U37,9,True,False,0.07796147243271595,0.434173395082189,4,4,4,-0.012067074275150113,4.117016222083075,0.16535431282759538,112,
nstxuG133964U37,10,True,False,0.09203239024713218,0.42520443835210864,4,3,3,-0.016409381798433795,4.115869872272043,0.16689769142243754,122,
nstxuG142301B37,6,True,True,0.33574192069761083,0.3139258206997236,2,2,2,-0.5527035819117905,9.657658365830319,0.061979325383481346,68,
nstxuG142301B37,7,True,True,0.28994836871886753,0.27423938575031936,2,2,2,-0.5543776780428963,9.65778329994144,0.07266331097339894,59,
nstxuG142301B37,8,True,True,0.3287051278235472,0.244814490539785,3,3,3,-0.5536474977607498,9.67339928204108,0.08441936540355136,0,
nstxuG142301B37,9,True,True,0.34841355400676866,0.26660466167119373,3,3,3,-0.5477006168575616,9.69424420904823,0.07270306296027708,92,
nstxuG142301B37,10,True,True,0.3622490172514623,0.2044121722368083,2,2,2,-0.515471886740377,9.714381296929465,0.0932858807458279,96,
nstxuG142301B85,6,True,False,0.3057907518917195,0.511227089119118,2,2,2,-0.47520823199007445,6.3425433533321485,0.07490593224066099,94,
nstxuG142301B85,7,True,True,0.27363670955159036,0.15704427495317483,2,2,2,-0.47890337496562624,6.344413222086028,0.08662061753324868,107,
nstxuG142301B85,8,True,True,0.30621574646221117,0.40787589630250676,3,3,3,-0.4789449043389525,6.343788522734041,0.08380839115454311,71,
nstxuG142301B85,9,True,True,0.268153280133582,0.26414817454849854,3,3,3,-0.4783711605635378,6.335491401494391,0.08209829491923476,75,
nstxuG142301B85,10,True,True,0.30110870761808306,0.25218654231145243,4,4,4,-0.4784114029286575,6.3511082391773535,0.0841974610265299,83,
nstxuG142301C50,6,True,True,0.42131908101918053,0.4937262216199398,2,1,1,-0.5297720523129127,8.218041111001757,0.07122681284596559,66,
nstxuG142301C50,7,True,False,0.4062749188478978,0.540318549649003,1,1,1,-0.5315282282758702,8.203411011730523,0.08053490360085655,66,
nstxuG142301C50,8,True,False,0.3969926928092179,0.5110245521094228,1,1,1,-0.5267143636518058,8.19162864292776,0.08593190130763242,40,
