path,mode_key,before,after,reason
nstxuE205042A01t022/N10/egn10w.3470E+01,nstxuE205042A01t022/N10/egn10w.3470E+01,GOOD,BAD,BAD_DISTRIBUTED_HARMONIC_NOISE
