model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,79,31,0,10,38,0.8734177215189873,1.0,0.7916666666666666,0.8837209302325582
cnn,79,26,5,1,47,0.9240506329113924,0.9038461538461539,0.9791666666666666,0.9400000000000001
combined_policy,79,31,0,10,38,0.8734177215189873,1.0,0.7916666666666666,0.8837209302325582
