model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,256,159,1,29,67,0.8828125,0.9852941176470589,0.6979166666666666,0.8170731707317074
cnn,256,157,3,27,69,0.8828125,0.9583333333333334,0.71875,0.8214285714285714
combined_policy,256,159,1,27,69,0.890625,0.9857142857142858,0.71875,0.8313253012048192
