model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,208,177,2,13,16,0.9278846153846154,0.8888888888888888,0.5517241379310345,0.6808510638297872
cnn,208,177,2,17,12,0.9086538461538461,0.8571428571428571,0.41379310344827586,0.5581395348837208
combined_policy,208,177,2,13,16,0.9278846153846154,0.8888888888888888,0.5517241379310345,0.6808510638297872
