shot,n,n_total_files,n_failed_load,n_nan_or_invalid,n_tae_like,n_mixed,n_eae_like,n_sent_to_classifiers,n_gold_good,n_silver_good,n_good_before_clustering,n_final_good,n_final_bad,n_flagged,fraction_good,fraction_flagged,rf_cnn_agreement_fraction,mean_p_rf_good,mean_p_cnn_good,median_p_rf_good,median_p_cnn_good,mode_clusters_removed,fraction_tae_threshold,fraction_eae_threshold,signed_delta_eae_threshold,include_mixed_in_tae_like,gold_good_rf_threshold,gold_good_cnn_threshold,silver_good_rf_threshold,silver_good_cnn_threshold,cnn_rescue_rf_threshold,cnn_rescue_cnn_threshold,gold_bad_threshold,silver_bad_threshold,rf_only_good_threshold,rf_score_weight,cnn_score_weight
nstxuE202855A01t020,1,7,0,0,6,0,1,6,0,2,3,3,3,3,0.5,0.5,0.8333333333333334,0.43555555555555553,0.41587135614827275,0.5166666666666666,0.24761406844481826,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,2,6,0,0,5,0,1,5,4,0,4,4,1,0,0.8,0.0,1.0,0.6553333333333333,0.8,0.7766666666666666,1.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,3,11,0,0,8,0,3,8,5,0,5,5,3,0,0.625,0.0,1.0,0.5245833333333334,0.6250000000000004,0.7933333333333333,1.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,4,11,0,0,4,0,7,4,3,0,3,3,1,0,0.75,0.0,1.0,0.7283333333333334,0.75,0.9650000000000001,1.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,5,9,0,0,4,0,5,4,2,0,2,2,2,0,0.5,0.0,1.0,0.5233333333333334,0.5,0.5316666666666667,0.5,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,6,11,0,0,6,0,5,6,0,0,0,0,6,0,0.0,0.0,1.0,0.10222222222222221,5.4123156087234246e-05,0.08833333333333333,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,7,14,0,0,11,0,3,11,6,1,7,7,4,0,0.6363636363636364,0.0,1.0,0.556060606060606,0.636202102357691,0.71,0.9999996423721313,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,8,15,0,0,9,0,6,9,2,0,5,5,4,4,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.47518518518518527,0.37023876488879004,0.48333333333333334,0.09395892173051834,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,9,18,0,0,12,1,5,13,3,3,6,6,7,2,0.46153846153846156,0.15384615384615385,1.0,0.3684615384615385,0.45882376836382205,0.21333333333333335,0.0007172275218181312,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE202855A01t020,10,23,0,0,13,0,10,13,5,1,7,7,6,3,0.5384615384615384,0.23076923076923078,0.8461538461538461,0.4658974358974359,0.5127284541301308,0.55,0.8950058817863464,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
