model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,169,158,0,9,2,0.9467455621301775,1.0,0.18181818181818182,0.3076923076923077
cnn,169,157,1,6,5,0.9585798816568047,0.8333333333333334,0.45454545454545453,0.5882352941176471
combined_policy,169,158,0,9,2,0.9467455621301775,1.0,0.18181818181818182,0.3076923076923077
