model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,169,139,19,9,2,0.834319526627219,0.09523809523809523,0.18181818181818182,0.125
cnn,169,155,3,8,3,0.9349112426035503,0.5,0.2727272727272727,0.3529411764705882
combined_policy,169,139,19,9,2,0.834319526627219,0.09523809523809523,0.18181818181818182,0.125
