model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,275,199,1,10,65,0.96,0.9848484848484849,0.8666666666666667,0.9219858156028369
cnn,275,193,7,10,65,0.9381818181818182,0.9027777777777778,0.8666666666666667,0.8843537414965987
combined_policy,275,199,1,9,66,0.9636363636363636,0.9850746268656716,0.88,0.9295774647887323
