path,label,cohort,mode_key,training_label,baseline_decision,baseline_reason,input_fingerprint,status,error,r_start,r_end,n_qualifying,hf_total_fraction,hf_top2_ratio,hf_window_fraction,effective_length,fires,minimum_cut_ratio,candidate,n_firing_windows,n_scanned_windows,native_dr,actual_window_dr,nr,nhar,global_reference,top2_energy_share,top2_harmonic_indices,candidate_total_reference,gap_region,shot,baseline_config
nstxuG142301H56/N1/egn01w.2731E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2731E+02,,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,e3403582e29815e8f7cb6957c4c472e6795ce868e2ac0dd8feb40004f6b5aaff,MEASURED,,0.245,0.295,8,0.010481794639414567,0.03727640441115599,0.10202062569065777,0.03446474832299531,True,1.1488249440998437,True,3,191,0.005,0.05,201,24,top2,0.2811911396764866,"[13, 12]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2737E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2737E+02,,BAD,BAD_AXIS_SPIKE,b7a447332eb95d2b4eb41a9a6f5d6d26d716566d5b88453ddc31ffef94184b73,MEASURED,,0.17500000000000002,0.225,9,0.009905820556271983,0.042398855872204294,0.08692668020915399,0.034695872851290346,True,1.1565290950430116,True,11,191,0.005,0.05,201,24,top2,0.23363414772628355,"[13, 12]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.2832E+02,bad,pilot,nstxuG142301H56/N1/egn01w.2832E+02,,BAD,BAD_CONT_CROSS_WINDOW,e178d5452260c1b629aac2537eab8ccabb9fc304337bc065e53db36fa83e7f44,MEASURED,,0.39,0.44,9,0.0029400305364563313,0.012197662421933654,0.08649832886361714,0.0353736958810994,True,1.1791231960366466,True,5,191,0.005,0.05,201,24,top2,0.2410322924800421,"[4, 5]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3001E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3001E+02,,BAD,BAD_GRID_SCALE_SPIKE,b3877aa07960c9c3867e66c9ab3dd9793570507af5d9e373fb94a7231089a1e5,MEASURED,,0.4,0.45,8,0.0020395827943770557,0.005849149015015506,0.10870115418435487,0.030682487050890783,True,1.022749568363026,True,2,191,0.005,0.05,201,24,top2,0.3486973556565559,"[13, 12]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3018E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3018E+02,,BAD,BAD_GRID_SCALE_SPIKE,b6b47b3612570591e841ab754af2c297aa630a55a645f9abe0867ae7dd8efeae,MEASURED,,0.17500000000000002,0.225,8,0.004831579239296876,0.025015875793584476,0.059398091973728265,0.03770210833341865,True,1.1879618394745652,True,4,191,0.005,0.05,201,24,top2,0.19314051921124317,"[11, 5]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3074E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3074E+02,,BAD,BAD_GRID_SCALE_SPIKE,580b64d0219b973fe962958fc09a9ca12609bfc6fbdef4dde485c18c2cffcfa7,MEASURED,,0.25,0.3,9,0.006076860083275469,0.022876995519705377,0.08148030003567792,0.03170323550636736,True,1.056774516878912,True,3,191,0.005,0.05,201,24,top2,0.2656319129861739,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3104E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3104E+02,,BAD,BAD_CONT_CROSS_WINDOW,37334f7b015c9121cc61f29f53072ac73ecce1a4000b3ca68ecd72e2c59a94ba,MEASURED,,0.18,0.23,9,0.0033472628681405435,0.01090403045221013,0.0881821640631303,0.0366455195763359,True,1.2215173192111966,True,5,191,0.005,0.05,201,24,top2,0.3069748275934142,"[4, 5]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3211E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3211E+02,,BAD,BAD_GRID_SCALE_SPIKE,50156398ea6d685fbc66b168fcdb4b02ae0fc89e039bd2fc0810d0d58f1edf5e,MEASURED,,0.18,0.23,9,0.0026305811502401123,0.005756239265403634,0.11357573992775016,0.03558704197746348,True,1.1512478530807266,True,5,191,0.005,0.05,201,24,top2,0.4569964917981311,"[4, 3]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3418E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3418E+02,,BAD,BAD_CONT_CROSS_WINDOW,9cfbabbf0dc63f6f6ed2c4824562af17e47112180bec339a9e698d7424065645,MEASURED,,0.405,0.455,9,0.001978479160838495,0.011086042187288786,0.15316426103801334,0.030265377628562344,True,1.0088459209520781,True,1,191,0.005,0.05,201,24,top2,0.17846577952833442,"[4, 13]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3579E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3579E+02,,BAD,BAD_GRID_SCALE_SPIKE,39ee57e84933afd86872a9ba9b568f6db546b30c24b8dd59c3fbe41f1dcf6504,MEASURED,,0.17500000000000002,0.225,8,0.01669034094198389,0.07712819737219015,0.10578789281852315,0.03371195903698347,True,1.123731967899449,True,3,191,0.005,0.05,201,24,top2,0.21639739434649186,"[10, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3688E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3688E+02,,BAD,BAD_CONT_CROSS_WINDOW,63a4f778b492de8ebbf7b9742b497318cebc4950c2a17410048c8271a8c60e5c,MEASURED,,0.17500000000000002,0.225,8,0.005602119215858311,0.023690965198441046,0.09377777022544892,0.03312539675066946,True,1.104179891688982,True,3,191,0.005,0.05,201,24,top2,0.23646648285258345,"[4, 13]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3705E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3705E+02,,BAD,BAD_CONT_CROSS_WINDOW,9da54e2def14829a3580b507139222a3fd706c88249c11a0f6aaaa5e933c69ee,MEASURED,,0.245,0.295,9,0.005208358813820576,0.015254590166013885,0.0853587370598149,0.03267345090421141,True,1.0891150301403802,True,5,191,0.005,0.05,201,24,top2,0.3414289572606427,"[4, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3741E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3741E+02,,BAD,BAD_AXIS_SPIKE,a4504109027bba78521ebdbc0eca3a05170113121b33ce3560976cf8c5154693,MEASURED,,0.105,0.155,8,0.006910248956702369,0.03178084907914163,0.0606712455120016,0.031000285241532834,True,1.033342841384428,True,1,191,0.005,0.05,201,24,top2,0.21743437186005507,"[13, 12]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3750E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3750E+02,,BAD,BAD_CONT_CROSS_WINDOW,90c67009a960af2216c9e9d3aa0972cc0648f7bfad6d49f3eea59ddb508e228e,MEASURED,,0.17500000000000002,0.225,9,0.006954944937002316,0.030297464169842307,0.0822155825584978,0.03343678902306586,True,1.1145596341021955,True,5,191,0.005,0.05,201,24,top2,0.2295553481972652,"[4, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3768E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3768E+02,,BAD,BAD_GRID_SCALE_SPIKE,2d51f0cac1af2517c849c804cea0d5ae9976110b741ca8b2484e5b4e60e8f7b5,MEASURED,,0.325,0.375,9,0.005241976787794236,0.01741820844062209,0.11697599815211789,0.031127652253256862,True,1.0375884084418954,True,3,191,0.005,0.05,201,24,top2,0.3009481029960059,"[4, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3786E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3786E+02,,BAD,BAD_GRID_SCALE_SPIKE,133f708d0ce8019f608f2e51f6c1ac1c1f45a756ca8c06c29a4db5933c3b99cd,MEASURED,,0.24,0.29,9,0.008195779726339423,0.031711178314703665,0.07092517374813354,0.030469739914428,True,1.0156579971476,True,2,191,0.005,0.05,201,24,top2,0.2584508101529374,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3799E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3799E+02,,BAD,BAD_GRID_SCALE_SPIKE,41cb396ceadf90cd946715c902beb3088421910ba2186c57f75395d72fe0a561,MEASURED,,0.17,0.22,8,0.004492856831449055,0.019172475738912047,0.1088654176624332,0.03252095210687286,True,1.084031736895762,True,4,191,0.005,0.05,201,24,top2,0.2343388977319423,"[4, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.3844E+02,bad,pilot,nstxuG142301H56/N1/egn01w.3844E+02,,BAD,BAD_CONT_CROSS_WINDOW,64cb61cca0bbdd0de6b9e348292c77e7b9198841bbd7f6b8aae49eb28f092d92,MEASURED,,0.03,0.08,9,0.004044098872775801,0.017436702125697496,0.10949343300338125,0.03362008788221186,True,1.1206695960737287,True,8,191,0.005,0.05,201,24,top2,0.2319302608728845,"[4, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4027E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4027E+02,,BAD,BAD_GRID_SCALE_SPIKE,9e862c7364d694f5f5432b2ee6293b118792f2419d2783b444a573d62b56a3e1,MEASURED,,0.405,0.455,9,0.0018063283214286771,0.005990157109171563,0.23287198854788924,0.03481464951670231,True,1.1604883172234104,True,4,191,0.005,0.05,201,24,top2,0.3015494065527927,"[4, 5]",False,mixed,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4113E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4113E+02,,BAD,BAD_GRID_SCALE_SPIKE,95056068288e2b64cc5be86ba06ef889d47a144cc74659c1022d0c62c1bc6486,MEASURED,,0.25,0.3,9,0.007561759646304125,0.04009294356664616,0.1311195262083111,0.03858881955252903,True,1.2862939850843012,True,6,191,0.005,0.05,201,24,top2,0.18860574888282464,"[3, 11]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4116E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4116E+02,,BAD,BAD_AXIS_SPIKE,1daf8d332a7cb51b79d27e1223e6d8e8875ce395da5d1589b4539771760df250,MEASURED,,0.17500000000000002,0.225,8,0.025829903096973233,0.1162186525418706,0.1840236547167145,0.033501767745310385,True,1.1167255915103462,True,5,191,0.005,0.05,201,24,top2,0.22225264647314152,"[14, 11]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4136E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4136E+02,,BAD,BAD_CONT_CROSS_WINDOW,8b00f736ace1dd2b216fb352ae7b51471e6e43de1aff1ae8dd7e6f3ee28770a9,MEASURED,,0.245,0.295,9,0.002188498732385864,0.00547787275591638,0.08990171066738781,0.03119135730033047,True,1.0397119100110157,True,2,191,0.005,0.05,201,24,top2,0.3995161680274837,"[4, 3]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4362E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4362E+02,,BAD,BAD_GRID_SCALE_SPIKE,8427ef014b6795db8e26b6278012d105845ed9dd51ecdbe2d882f57c52656376,MEASURED,,0.18,0.23,9,0.00792113112288303,0.030369404593392036,0.1272661874878251,0.032526084892361334,True,1.0842028297453778,True,4,191,0.005,0.05,201,24,top2,0.26082602635570135,"[3, 2]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4447E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4447E+02,,BAD,BAD_GRID_SCALE_SPIKE,6960d30a1270907465ca3cf0ae744c26e0fb87c816639cae73398d009c4d3de7,MEASURED,,0.245,0.295,9,0.004051617683218191,0.01400714504151387,0.09010859975811608,0.033234866874287346,True,1.1078288958095783,True,5,191,0.005,0.05,201,24,top2,0.2892536395682455,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4461E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4461E+02,,BAD,BAD_AXIS_SPIKE,61a8fbaf470f3d6a837f00667a389de4cde262ae03458b9eb074d3e48a5f2aac,MEASURED,,0.325,0.375,9,0.01696569652945697,0.06346425854502036,0.14589241614933754,0.03061378988430437,True,1.0204596628101457,True,1,191,0.005,0.05,201,24,top2,0.267326790203053,"[12, 3]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4486E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4486E+02,,BAD,BAD_CONT_CROSS_WINDOW,b94b119cfa09c5e37ff984cb99a4f68dfce52b8cb1df0edc14e34d7019aa0e19,MEASURED,,0.325,0.375,9,0.0159251038750853,0.05155785476991933,0.19185761917017416,0.030448947499053903,True,1.0149649166351302,True,1,191,0.005,0.05,201,24,top2,0.30887832603106224,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4499E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4499E+02,,BAD,BAD_INTERIOR_HARMONIC_INCOHERENCE,b17c35f55639f19783610e0ae6d7670b467434a6631cd55860cdb9d5283a5d33,MEASURED,,0.325,0.375,9,0.006719869795237946,0.011659471346015008,0.2034654558035319,0.030246462004500454,True,1.0082154001500152,True,1,191,0.005,0.05,201,24,top2,0.5763442951926524,"[3, 2]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4630E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4630E+02,,BAD,BAD_CONT_CROSS_WINDOW,98efbbfa98af9d0caad9698b3146c4c2dc1d6480dbd2ac59ec2453965bc6d052,MEASURED,,0.245,0.295,9,0.007901670669570822,0.01491277014000818,0.19639852429305066,0.03567999945062435,True,1.1893333150208116,True,3,191,0.005,0.05,201,24,top2,0.5298593484232761,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4649E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4649E+02,,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,08cdef235fae35ec1dfb62cfe96ab2dd28570d6b41cc23e09d656da0bba3f30c,MEASURED,,0.325,0.375,9,0.007837284175468662,0.022714370615472306,0.1710922085413213,0.030129983252434687,True,1.0043327750811564,True,1,191,0.005,0.05,201,24,top2,0.34503637842952833,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4659E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4659E+02,,BAD,BAD_GRID_SCALE_SPIKE,a8eec5750e0f7a119d236358de871f14a927175a38ecd49c20b16305209edb65,MEASURED,,0.25,0.3,8,0.020866699519252727,0.06599161753411625,0.1442455993110514,0.031416609048546644,True,1.0472203016182215,True,3,191,0.005,0.05,201,24,top2,0.31620227384887317,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4679E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4679E+02,,BAD,BAD_GRID_SCALE_SPIKE,f3b0fe2cb3873c8a7d957717a62a884335ce35a6cd23fbb674c54b57c087a6fb,MEASURED,,0.25,0.3,8,0.01626986011663315,0.06103489959813698,0.12462328249821096,0.035198444955756955,True,1.1732814985252318,True,10,191,0.005,0.05,201,24,top2,0.2665665090588561,"[3, 13]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N1/egn01w.4690E+02,bad,pilot,nstxuG142301H56/N1/egn01w.4690E+02,,BAD,BAD_CONT_CROSS_WINDOW,91906367625baf8fac17c4f77535e17bb854be92cc1d902f1acb0655abe9a508,MEASURED,,0.245,0.295,9,0.014598736658897887,0.047643942460604584,0.14880830479400264,0.038672205645561696,True,1.2890735215187232,True,5,191,0.005,0.05,201,24,top2,0.3064132795259159,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N2/egn02w.4004E+02,bad,pilot,nstxuG142301H56/N2/egn02w.4004E+02,,BAD,BAD_AXIS_SPIKE,1aae4043e16e6043f92fd6fe7fed0287b4069ac0e7d7434c9fde52a0efe5ea1d,MEASURED,,0.845,0.895,9,0.11216539012674384,0.1839945050451347,0.7126482053388782,0.03818159777380587,True,1.272719925793529,True,6,191,0.005,0.05,201,44,top2,0.6096127169625482,"[3, 4]",True,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301H56/N5/egn05w.2199E+02,bad,pilot,nstxuG142301H56/N5/egn05w.2199E+02,,BAD,BAD_CONT_CROSS_WINDOW,ca8d31e72181a7ef0180bf0723bc6f0f3422a361bbbe5fa872333fcc729e7421,MEASURED,,0.9450000000000001,0.995,8,0.0011726107733249966,0.005921568610124946,0.05833937966349171,0.030437595391289443,True,1.0145865130429814,True,1,191,0.005,0.05,201,101,top2,0.19802367422037764,"[13, 14]",False,tae_like,nstxuG142301H56,tae_rules_production_v11
nstxuG142301L94/N9/egn09w.1331E+02,bad,pilot,nstxuG142301L94/N9/egn09w.1331E+02,,BAD,BAD_CONT_CROSS_WINDOW,40b2466c547991d47cb15b64b45ecb6564237ce3686717bd57f1904c3357e87e,MEASURED,,0.93,0.98,8,0.0019199791580826004,0.005367009177747529,0.07131478436366866,0.03280368040433018,True,1.0734018355495059,True,1,191,0.005,0.05,201,101,top2,0.35773726008204687,"[16, 17]",False,tae_like,nstxuG142301L94,tae_rules_production_v11
nstxuG142301L94/N10/egn10w.1149E+02,bad,pilot,nstxuG142301L94/N10/egn10w.1149E+02,,BAD,BAD_GRID_SCALE_PACKET,12d88fa8bc0eebb6d59768d519e0bf7c97b5d24ee67a4e1f7d33346095445c4e,MEASURED,,0.93,0.98,8,0.004972786173025905,0.021853362068032168,0.050920136375632356,0.03352262048838369,True,1.018402727512647,True,1,191,0.005,0.05,201,101,top2,0.22755245428804127,"[19, 18]",False,tae_like,nstxuG142301L94,tae_rules_production_v11
nstxuG142301L94/N10/egn10w.1427E+02,bad,pilot,nstxuG142301L94/N10/egn10w.1427E+02,,BAD,BAD_GRID_SCALE_SPIKE,59080d8a953585b7179b33a397885aa29e8940c8680680979a27dfbe73b40b79,MEASURED,,0.935,0.985,7,0.005371677018116565,0.08126649178650401,0.05316658376818324,0.032658164642330935,True,1.0633316753636648,True,1,191,0.005,0.05,201,101,top2,0.06609953130779349,"[73, 38]",True,mixed,nstxuG142301L94,tae_rules_production_v11
nstxuG142301U84/N7/egn07w.2720E+02,bad,pilot,nstxuG142301U84/N7/egn07w.2720E+02,,BAD,BAD_AXIS_SPIKE,5fbb24c28c7bc1db11f7ac84d24521419827f829e87c6448143b70d7d8639909,MEASURED,,0.0,0.05,8,0.00862460414680509,0.013447535731806059,0.24692064270263123,0.03203183647255041,True,1.067727882418347,True,2,191,0.005,0.05,201,101,top2,0.6413520156266408,"[18, 17]",True,tae_like,nstxuG142301U84,tae_rules_production_v11
nstxuG142301U84/N7/egn07w.2895E+02,bad,pilot,nstxuG142301U84/N7/egn07w.2895E+02,,BAD,BAD_AXIS_SPIKE,9ffc6917f135d75ed97a693b8bbbed18bec214ca20659fb27bc4a396b791dcad,MEASURED,,0.0,0.05,8,0.006714221493539375,0.008816116018088219,0.2584683390886072,0.030871584777721256,True,1.029052825924042,True,1,191,0.005,0.05,201,101,top2,0.7615849745810581,"[18, 17]",True,tae_like,nstxuG142301U84,tae_rules_production_v11
