path,label,cohort,mode_key,training_label,baseline_decision,baseline_reason,input_fingerprint,status,error,r_start,r_end,n_qualifying,hf_total_fraction,hf_top2_ratio,hf_window_fraction,effective_length,fires,minimum_cut_ratio,candidate,n_firing_windows,n_scanned_windows,native_dr,actual_window_dr,nr,nhar,global_reference,top2_energy_share,top2_harmonic_indices,candidate_total_reference,gap_region,shot,baseline_config
nstxuG121123J38/N8/egn08w.2222E+02,good,training,nstxuG121123J38/N8/egn08w.2222E+02,bad,GOOD,NO_GOOD_TEMPLATE,86232338eee6d31cd067ff815ffc67a1a4541446f5841a1986a12154d6463d8e,MEASURED,,0.93,0.98,9,0.0014791871498550453,0.01027948493667564,0.17444484897069154,0.033541588643551425,True,1.1180529547850475,True,5,191,0.005,0.05,201,101,top2,0.1438970103042352,"[24, 23]",False,,,
