shot,n,nr,input_modes,datcon_sha256,changed_last,onset,changed_mean
nstxuG133964R06,9,201,56,dfd04c41da0c779c5c1a7ae33489fe0c1f3d5b277836efe299034ce4efb043a1,True,0.785,True
nstxuG133964R06,10,201,75,226edb9f67a3d84758cf159c17387eef9869adeab1c6cd060fc489c614047025,True,0.72,True
nstxuG142301C50,1,201,73,6d3b3a62dfaae4ae78f33d0f243f028762ac5eed02e4efe1f6630cce3a012c85,False,,False
nstxuG142301C50,2,201,53,cdef1cb321dd48dde0d7221e4040f6795b926204ff7b4fd87336c786e0100736,False,,False
nstxuG142301C50,3,201,56,6aae32c8387350bb3d55c8b5ad5aa2dcda6b5ce4d3853e333104804b71af1050,False,,False
nstxuG142301C50,4,201,45,852fc9526f9f7b772ec6b7072a132820841b0b60838503dd630411e0a550af2a,False,,False
nstxuG142301C50,5,201,56,c5610a035ffb5d39feb61fcd27135b86f2f80633df79409ba61896129294474c,False,,False
nstxuG142301C50,6,201,66,cf3247d587ecbbd2a985a8827d5127cf5951fef4a362341804adcc16146d5e4d,False,,False
nstxuG142301C50,7,201,66,0e83a84135fd8ef1d7ead207ad7a1722bd19f85bb7a061f3752d270e13b97a12,True,0.97,True
nstxuG142301C50,8,201,40,c2c24865ea2a18c5b08b1ee8e2d619ab24e906ba4e1afa4f734a2aa297b69f8c,True,0.94,True
nstxuG142301C50,9,201,80,f8dda20a584de5313ef2115890b71e4909fe3fede15ff099de19badea7d82a91,True,0.915,True
nstxuG142301C50,10,201,76,00ebf368d48e3eede580825e66b314717eb3e03acd300428126fe6e0202ad3f3,True,0.895,True
nstxuG142301E72,1,201,39,0f17d95d6e45bdfd6d0a828e9ce8402208a2df507df770a6c38f44fdc0497ffc,False,,False
nstxuG142301E72,2,201,40,0b37626b5df32c199601bfdcce1085431b27be2c745aea179b54cc77b6879c74,False,,False
nstxuG142301E72,3,201,32,67bdfcabeb0ed2612abcab4bb36cb29a9ed0b9ffa66ac47c0c25bd92bb96053f,False,,False
nstxuG142301E72,4,201,31,ce62da802c22b4bb4ea1d9ef637ffa276b3aa2f7855cc18e234c04138e5157dc,False,,False
nstxuG142301E72,5,201,57,3d518f7d0fed59fe07c512d30afceb2ca5c00ad87200aa4412d7960b4a8ed1cc,False,,False
nstxuG142301E72,6,201,52,27447f4c81db0f90071307e7d0b0f5f6691f130d41f742ef791e7ed8f9cca8d0,False,,False
nstxuG142301E72,7,201,88,e5bafe64e5c60463cf18529240da659dc6f4ef522a0aee8e81bf50cfb9db00e6,False,,False
nstxuG142301E72,8,201,92,e893dc693aca910c394415382cdbfd2a5733e066963c235bf1d253ff3fa6b13e,False,,False
nstxuG142301E72,9,201,119,48ca32f8b887df89db82b920a3bd7ba0c4167b3f44ecf46ca36b1e9e1d753748,True,0.965,False
nstxuG142301E72,10,201,98,c9290c7fd580358f9b56279666ac2065ffcf9674e2fd78cb7f02f2e6bb7e4a4d,True,0.935,True
nstxuG142301H56,1,201,294,6c9df6f66d51243d1acdcf42aeb17c86b087404ab3efe819d15752276548cdd6,False,,False
nstxuG142301H56,2,201,34,6b5e4b0b2aed87f11c544694228ee202d008dab62a647a2b00e94443c75dea01,False,,False
nstxuG142301H56,3,201,2,b7752620866cb0e65504391f4ff09c3422e05cdd30e4055079a002590263f928,False,,False
nstxuG142301H56,4,201,0,4330f7b4e60448dd41e00f6ee5bd3fcb34091b96b49923c6321dc525381fba0f,False,,False
nstxuG142301H56,5,201,80,9a0aa47afb7c2b36b69957c1fa2466d817c5138ac83bf83ee8ca035aad07cceb,False,,False
nstxuG142301H56,6,201,83,10d183a7cb0d2f221bfb0ba0083de12c2953345530e8f514b89f644a5cfeb83d,True,0.96,True
nstxuG142301H56,7,201,89,93627ddcc0b19dda8dcfbea9671129a115a6af1a4cbf246f02343e27566c8568,True,0.915,True
nstxuG142301H56,8,201,75,4fa003e9f9ef10f0e65a6d672d29d098e65d6568ba911712ac0751d7fb6b7a53,True,0.885,True
nstxuG142301H56,9,201,78,06b93d1bd7a95ccb2c78511b7d98c3503cb9219a06fc7be1b8ead883aa4123fe,True,0.86,True
nstxuG142301H56,10,201,178,dbf060aff439c6d6aa9c462d831714531e35defddf0bbf01e28ed687efb76522,True,0.845,True
nstxuG142301L94,1,201,31,051a8fe0b904241d081f28580b36fd20bb8980acebdab34dfddad8c8f252edd6,False,,False
nstxuG142301L94,2,201,44,24b6162426e5eaf88845f774d47af8a4e790c163c06c97d9cf2422043cf17efa,False,,False
nstxuG142301L94,3,201,60,9e224a408863cb233cd640fdb5848de386e6f905133b0ebc70f3482a468b6175,False,,False
nstxuG142301L94,4,201,87,1f4574f4f1734fb5d1ac3b046e0bc5dcdef0138676c04e1dcdf92d6b8e3bd568,False,,False
nstxuG142301L94,5,201,119,f65c102b151b5ad7d0d97c384dfc8f89f4e39365648193398589db8e524ae6de,False,,False
nstxuG142301L94,6,201,113,87af513baed935af7fd7ddc4004325ce3675cb2f59079cd2d4a1829c3c9a36e1,False,,False
nstxuG142301L94,7,201,113,ace87fe0cb26631e047f7cfa7d1257955d89d72880d089364ea671d22972d939,False,,False
nstxuG142301L94,8,201,124,f1caea169f0b9cf92fafdd227e8fd6596598b80dd84f2c8cb963a630e8e1bc7d,False,,False
nstxuG142301L94,9,201,133,edc07aa635f34bc288f1b552be4c12424ba89dfd4262530fda41a56976b51cad,False,,False
nstxuG142301L94,10,201,134,7165be898e8746084998144ac2f5773068d9b8517c5a3bd15c8b354a3f3f0fb1,False,,False
nstxuG142301U84,1,201,67,f9e03769d3aa22f6f78a2b6380c074c842bb10cddb56cee3afd4318675a86c1d,False,,False
nstxuG142301U84,2,201,58,31c188352d210e0b84c34f79419aa23e5c7bfe0b41dac16fe42e8a4735c4bfe0,False,,False
nstxuG142301U84,3,201,116,835c776c0006e67b6f7f4054a999d873037d53ca429b45fd7266cff820562703,False,,False
nstxuG142301U84,4,201,115,f84d676da23fe54f04ca7958ca89dd371c62d45e32a709601e96dec7ec6d9c37,False,,False
nstxuG142301U84,5,201,88,576671faedb6e573c59baaa7f0db3e78467cc21b4af928038c74b69e5c283a3c,False,,False
nstxuG142301U84,6,201,115,10eb1809c61c2b14de88b8f4b4ebd092e001294790adf0e7b31887959f651138,True,0.945,True
nstxuG142301U84,7,201,113,c3567d8e4816f921fa9718db10d852f0e74bbfc59bc8a47ffa416c4a6f1afbee,True,0.905,True
nstxuG142301U84,8,201,131,39bcfaa94dd169a0de0adfe5bd695bdb29d6d98630e4acb7ca218439f94b5633,True,0.865,True
nstxuG142301U84,9,201,133,79c65831feb3a6a4c923c5f0621c4144b92bccc6cc827b1f0003b49bf9a619b8,True,0.835,True
nstxuG142301U84,10,201,165,93cf06672ffa83f9c2c4dd737a9cd049a54d15bf8a290707dd5927cd00d4a49f,True,0.81,True
nstxuG142301V21,1,201,28,bdc87c3395af0321d9ab9ad55f0c9749c3daff2dde2a8c6ccd4844c8582ea7c5,False,,False
nstxuG142301V21,2,201,28,bf53d5190ecc89779e9e7e52e4627f3310f47504d8c6ef87be44c964ad8b3dda,False,,False
nstxuG142301V21,3,201,51,b0fec633bac10ce22628902af555384da7b090756f32d7ea7d348ac858a5459f,False,,False
nstxuG142301V21,4,201,108,a4f22cb2f78a3a85272ecec29f425d67dcdc480e21e6909942ba5096564ca248,False,,False
nstxuG142301V21,5,201,105,45428ed206a43a1e23d733e69a10d9342bfe5609ae03b02318aa8ae9caa37afb,False,,False
nstxuG142301V21,6,201,0,4dc7ff7efb5b28d17d506c4c6a6b05af9a2421a2b13d3cdfc444763b2c147f66,False,,False
nstxuG142301V21,7,201,135,a10defafdd439e30c176ba802d4e4e9f0c5900f2513d2bb3119c94820ee00067,False,,False
nstxuG142301V21,8,201,153,4daba87a73b7ff0435fa00e89502d7d37b2b51c8d9fed172e36bbd43797b3a4d,False,,False
nstxuG142301V21,9,201,162,74b2573d1125ab1d9b80df75c9777350005c864a91294814fc3a9345b7fabba5,False,,False
nstxuG142301V21,10,201,181,1103016fd18cb6fbf6caa83c95336076796d29267a1168c417cd6a07140f6f68,False,,False
