mode_key,shot,n,scenario,input_fingerprint,onset,before_gap_region,before_decision,before_reason,before_signed_delta,before_fraction_below_upper2,after_gap_region,after_decision,after_reason,after_signed_delta,after_fraction_below_upper2
nstxuE204645A16t015/N10/egn10w.9410E+01,nstxuE204645A16t015,10,mean,a4e35aa8b77f9274d8dc79d68bf87ec9f8b4c3ff7bd92ffa1a16c56baa5412b8,0.875,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.24910672959814234,0.997363670361741,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.6700760954054252,0.997363670361741
nstxuE204645A16t015/N10/egn10w.9701E+01,nstxuE204645A16t015,10,last,73c7681e9a238ff8b90f2c7021ebf84e099b87b9597fcbb8def5b299782262ae,0.875,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.2409798072357518,0.9969157311691244,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.5217355110496331,0.9969157311691244
nstxuE204645A16t015/N10/egn10w.9701E+01,nstxuE204645A16t015,10,mean,73c7681e9a238ff8b90f2c7021ebf84e099b87b9597fcbb8def5b299782262ae,0.875,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.2409798072357518,0.9969157311691244,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.5439742745146045,0.9969157311691244
nstxuE204708F03t017/N10/egn10w.1629E+02,nstxuE204708F03t017,10,last,119603e72807fd22868876076f8e625ee6c787a11fa274efbafa4e5d4cf5684b,0.92,mixed,BAD,BAD_GRID_SCALE_SPIKE,0.062436462125348056,0.3206762772163701,eae_like,ROUTED_EAE,frequency_routing,-0.3765839010941791,0.3206762772163701
nstxuE204708F03t017/N10/egn10w.1629E+02,nstxuE204708F03t017,10,mean,119603e72807fd22868876076f8e625ee6c787a11fa274efbafa4e5d4cf5684b,0.92,mixed,BAD,BAD_GRID_SCALE_SPIKE,0.062436462125348056,0.3206762772163701,eae_like,ROUTED_EAE,frequency_routing,-0.43967535743713504,0.3206762772163701
nstxuE205040A01t016/N2/egn02w.1926E+01,nstxuE205040A01t016,2,last,d03fee13b5b59413bdf51f5ecd8cc3bc1a2715b5872e6f92af74dfbd4f274396,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.7279589836242317,0.9999989934212414,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8392159121450915,0.9999989934212414
nstxuE205040A01t016/N2/egn02w.1926E+01,nstxuE205040A01t016,2,mean,d03fee13b5b59413bdf51f5ecd8cc3bc1a2715b5872e6f92af74dfbd4f274396,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.7279589836242317,0.9999989934212414,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8386095270921156,0.9999989934212414
nstxuE205040A01t016/N2/egn02w.2155E+01,nstxuE205040A01t016,2,last,cf1952c249130993381a99eb3166cb554322a1e830ca7e00ab8f30517ba3e242,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.7953326389813788,0.9999998909343152,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8798945179772547,0.9999998909343152
nstxuE205040A01t016/N2/egn02w.2155E+01,nstxuE205040A01t016,2,mean,cf1952c249130993381a99eb3166cb554322a1e830ca7e00ab8f30517ba3e242,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.7953326389813788,0.9999998909343152,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8794064465071122,0.9999998909343152
nstxuE205040A01t016/N2/egn02w.3173E+01,nstxuE205040A01t016,2,last,f1ddd71bf3dabc73414126fcf3beb9bdbe5b0c6d01a1b8c18bef3b9ea7106832,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8608376827124178,0.9995974955704273,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.9222181085389796,0.9995974955704273
nstxuE205040A01t016/N2/egn02w.3173E+01,nstxuE205040A01t016,2,mean,f1ddd71bf3dabc73414126fcf3beb9bdbe5b0c6d01a1b8c18bef3b9ea7106832,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8608376827124178,0.9995974955704273,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.9218522346776278,0.9995974955704273
nstxuE205040A01t016/N2/egn02w.5025E+01,nstxuE205040A01t016,2,last,2ebe48d6b62f1c0cbdb9fa37ca9b9c1864c871a39348e1f965bf02bfd7de1f71,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.915041797046235,0.9954422723096646,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.9620499253488244,0.9954422723096646
nstxuE205040A01t016/N2/egn02w.5025E+01,nstxuE205040A01t016,2,mean,2ebe48d6b62f1c0cbdb9fa37ca9b9c1864c871a39348e1f965bf02bfd7de1f71,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.915041797046235,0.9954422723096646,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.9619246349224593,0.9954422723096646
nstxuE205040A01t016/N3/egn03w.1695E+01,nstxuE205040A01t016,3,last,e72e48d1b67b5fa84c0f4a734e2c1300c026f1d9b8141bc43b14e062886baf33,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8926774993019272,0.9999999982136569,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.9006118124603922,0.9999999982136569
nstxuE205040A01t016/N3/egn03w.1695E+01,nstxuE205040A01t016,3,mean,e72e48d1b67b5fa84c0f4a734e2c1300c026f1d9b8141bc43b14e062886baf33,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8926774993019272,0.9999999982136569,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.900607852733718,0.9999999982136569
nstxuE205040A01t016/N3/egn03w.1784E+01,nstxuE205040A01t016,3,last,16daf574c40f976716e743cf15ce03957cae1edcd4a732b62e1728523f28108c,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8741635976937975,0.9999999982715302,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8993620760952836,0.9999999982715302
nstxuE205040A01t016/N3/egn03w.1784E+01,nstxuE205040A01t016,3,mean,16daf574c40f976716e743cf15ce03957cae1edcd4a732b62e1728523f28108c,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8741635976937975,0.9999999982715302,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.89935439150517,0.9999999982715302
nstxuE205040A01t016/N3/egn03w.1861E+01,nstxuE205040A01t016,3,last,a27a844e36774a0a8f90107d1a98d4787e7e4fd23735179aa6faa95b49b7c537,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8756080006714352,0.9999999996268215,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8940764069573882,0.9999999996268215
nstxuE205040A01t016/N3/egn03w.1861E+01,nstxuE205040A01t016,3,mean,a27a844e36774a0a8f90107d1a98d4787e7e4fd23735179aa6faa95b49b7c537,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8756080006714352,0.9999999996268215,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8940670475703739,0.9999999996268215
nstxuE205040A01t016/N3/egn03w.1983E+01,nstxuE205040A01t016,3,last,850e516d79e8491b3d7e4be4f8a1911ec43d09c2ead1b4f2444e910064968a88,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8112209803373671,0.9999999996819655,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8196268876506191,0.9999999996819655
nstxuE205040A01t016/N3/egn03w.1983E+01,nstxuE205040A01t016,3,mean,850e516d79e8491b3d7e4be4f8a1911ec43d09c2ead1b4f2444e910064968a88,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8112209803373671,0.9999999996819655,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8196209531914702,0.9999999996819655
nstxuE205040A01t016/N3/egn03w.2353E+01,nstxuE205040A01t016,3,last,4078454e394e77519baabaa38c88a10fd4e39ad4d729e1119eb92bf1748fcf60,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8034879119651844,0.999999998262517,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8375136182742875,0.999999998262517
nstxuE205040A01t016/N3/egn03w.2353E+01,nstxuE205040A01t016,3,mean,4078454e394e77519baabaa38c88a10fd4e39ad4d729e1119eb92bf1748fcf60,0.96,tae_like,BAD,BAD_CONT_CROSS_WINDOW,0.8034879119651844,0.999999998262517,tae_like,REVIEW,NO_GOOD_TEMPLATE,0.8375067127731632,0.999999998262517
