model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,174,126,2,1,45,0.9827586206896551,0.9574468085106383,0.9782608695652174,0.967741935483871
cnn,174,123,5,1,45,0.9655172413793104,0.9,0.9782608695652174,0.9375
combined_policy,174,126,2,1,45,0.9827586206896551,0.9574468085106383,0.9782608695652174,0.967741935483871
