model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,256,157,3,11,85,0.9453125,0.9659090909090909,0.8854166666666666,0.9239130434782609
cnn,256,155,5,19,77,0.90625,0.9390243902439024,0.8020833333333334,0.8651685393258427
combined_policy,256,157,3,11,85,0.9453125,0.9659090909090909,0.8854166666666666,0.9239130434782609
