model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,79,31,0,7,41,0.9113924050632911,1.0,0.8541666666666666,0.9213483146067416
cnn,79,28,3,3,45,0.9240506329113924,0.9375,0.9375,0.9375
combined_policy,79,30,1,4,44,0.9367088607594937,0.9777777777777777,0.9166666666666666,0.946236559139785
