model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,256,157,3,11,85,0.9453125,0.9659090909090909,0.8854166666666666,0.9239130434782609
cnn,256,156,4,14,82,0.9296875,0.9534883720930233,0.8541666666666666,0.9010989010989011
combined_policy,256,156,4,9,87,0.94921875,0.9560439560439561,0.90625,0.9304812834224598
