path,mode_key,cohort,training_label,latest12,input_fingerprint,nr,global_energy_peak_r,global_energy_width_grid,background_amplitude,edge_local_peak_count,all_peaks,W_peak_ge_0.05,W_peak_ge_0.10,W_peak_ge_0.25,W_peak_ge_0.50,A_ge_0.3_contrast_ge_3,A_ge_0.3_contrast_ge_3_width_le_4,A_ge_0.3_contrast_ge_4,strongest_candidate_r_peak,strongest_candidate_W_peak,strongest_candidate_amplitude,strongest_candidate_width_grid,strongest_candidate_contrast,combined_witness
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N2/egn02w.2035E+02,nstxuE203655F01t025/N2/egn02w.2035E+02,pilot,,True,16b3faf400137c2c0739f851d902a23aae99a00a16abafe104b9e53b1f84c1ad,201,0.965,1.328021798516743,0.23218303786569694,2,True,True,True,True,True,True,True,False,0.975,0.6901303656431653,0.7878817731637853,3.311989960267847,3.3933649090228744,"{""r_peak"": 0.975, ""W_peak"": 0.6901303656431653, ""amplitude"": 0.7878817731637853, ""width_grid"": 3.311989960267847, ""inner_edge"": 0.9613864630005189, ""outer_edge"": 0.9779464128018581, ""touches_boundary"": false, ""contrast"": 3.3933649090228744}"
/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE203655F01t025/N3/egn03w.1213E+02,nstxuE203655F01t025/N3/egn03w.1213E+02,pilot,,True,ba26806a5f7e95bb6263ddbf2c2a16333986d6385d9109c58d78f83073571d1e,201,0.675,63.61192481177047,0.22158104482440755,1,True,True,True,True,True,True,True,False,0.97,0.5952026605029969,0.6728017453260802,2.08606859719378,3.0363686833377086,"{""r_peak"": 0.97, ""W_peak"": 0.5952026605029969, ""amplitude"": 0.6728017453260802, ""width_grid"": 2.08606859719378, ""inner_edge"": 0.9634645836329095, ""outer_edge"": 0.9738949266188784, ""touches_boundary"": false, ""contrast"": 3.0363686833377086}"
