model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,174,126,2,2,44,0.9770114942528736,0.9565217391304348,0.9565217391304348,0.9565217391304348
cnn,174,126,2,2,44,0.9770114942528736,0.9565217391304348,0.9565217391304348,0.9565217391304348
combined_policy,174,126,2,2,44,0.9770114942528736,0.9565217391304348,0.9565217391304348,0.9565217391304348
