model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,293,209,10,15,59,0.9146757679180887,0.855072463768116,0.7972972972972973,0.8251748251748252
cnn,293,205,14,3,71,0.9419795221843004,0.8352941176470589,0.9594594594594594,0.8930817610062894
combined_policy,293,208,11,14,60,0.9146757679180887,0.8450704225352113,0.8108108108108109,0.8275862068965518
