mode_key,input_fingerprint,nr,peak_r,energy_fwhm_grid,dominant_harmonic_fwhm_grid,narrowest_lobe_A_ge_03_width_grid,narrowest_lobe_A_ge_03_amplitude,narrowest_lobe_A_ge_03_r,strongest_width_qualified_spike_A,ext_dr,ext_df_gap,width_candidate,extremum_exception,cross_window_A,cross_window_W,cross_window_exemption
nstxuE205040A01t016/N6/egn06w.2836E+01,efc5f0292d89a2c22f71b98e8561edced1a0582b2864d53750d1dad01ca5c612,201,0.265,1.4745646320002859,1.2433529829808165,1.2433529829808165,1.0,0.265,0.22156078008896443,0.0050000000000000044,0.004344886105229952,True,True,0.22156078008896443,0.0385753868209458,False
nstxuE204708F03t017/N8/egn08w.6836E+01,233349d3f9978cfff399766f24cc30252b22c56d280969e5b463d594f5eeda77,201,0.29,1.064122330093853,1.0851886902296548,1.0135918394416077,0.7777855276114893,0.29,0.2602041694403907,0.0,0.0058839330688238,True,True,0.05092988509726839,0.001617590392873291,False
nstxuE204708F03t017/N8/egn08w.8950E+01,5c7c3ab4181a93443a5b3aefbe294a0e2e9dcdbadbdcc45ec5ecd18eb29e8743,201,0.12,1.1110133466039145,1.3178023048491971,1.1031469088470525,0.4006973313363875,0.11,0.04026044240323868,0.0049999999999999906,0.0006093912447432393,True,True,,,False
nstxuE204708F03t017/N10/egn10w.7424E+01,1c68f194d97b7503af072f5fc6f3f5c89bf043569b86f46c77d34ef97214ea60,201,0.24,1.023774318350762,1.1439772448586683,1.10769783224407,0.8471271510696958,0.24,0.13570860458450879,0.0,0.0037093967871404624,True,True,0.00321532442696276,6.330405920964433e-06,False
nstxuE204645A16t015/N6/egn06w.4765E+01,06e7f8ec5bdc198aa098fdc5b828aafaca837d032e6bf593c3187fa78d0570c4,201,0.135,1.1297845253105454,1.4032524062117635,1.1997117948327252,0.6636509893383815,0.135,0.006712715615205949,0.0050000000000000044,0.0010933854383506903,True,True,,,False
