model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,217,131,1,27,58,0.8709677419354839,0.9830508474576272,0.6823529411764706,0.8055555555555557
cnn,217,128,4,10,75,0.9354838709677419,0.9493670886075949,0.8823529411764706,0.9146341463414634
combined_policy,217,131,1,18,67,0.9124423963133641,0.9852941176470589,0.788235294117647,0.8758169934640523
