shot,n,n_total_files,n_failed_load,n_nan_or_invalid,n_tae_like,n_mixed,n_eae_like,n_sent_to_classifiers,n_gold_good,n_silver_good,n_good_before_clustering,n_final_good,n_final_bad,n_flagged,fraction_good,fraction_flagged,rf_cnn_agreement_fraction,mean_p_rf_good,mean_p_cnn_good,median_p_rf_good,median_p_cnn_good,mode_clusters_removed,fraction_tae_threshold,fraction_eae_threshold,signed_delta_eae_threshold,include_mixed_in_tae_like,gold_good_rf_threshold,gold_good_cnn_threshold,silver_good_rf_threshold,silver_good_cnn_threshold,cnn_rescue_rf_threshold,cnn_rescue_cnn_threshold,gold_bad_threshold,silver_bad_threshold,rf_only_good_threshold,rf_score_weight,cnn_score_weight
nstxuE205052A01t022,1,94,0,0,33,2,59,35,0,0,0,0,35,0,0.0,0.0,1.0,0.006571428571428572,2.3045792566880533e-15,0.0033333333333333335,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,2,115,0,0,15,10,90,25,0,0,0,0,25,0,0.0,0.0,1.0,0.017066666666666667,1.672143496040301e-16,0.006666666666666667,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,3,107,0,0,23,6,78,29,2,0,2,1,27,0,0.034482758620689655,0.0,1.0,0.11540229885057471,0.06853647684228835,0.01,0.0,1,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,4,110,0,0,10,3,97,13,0,0,1,1,12,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.08794871794871795,1.4661544244285296e-10,0.016666666666666666,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,5,170,0,0,28,4,138,32,3,0,7,7,25,5,0.21875,0.15625,0.84375,0.1984375,0.12551483356475313,0.021666666666666667,0.0,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,6,137,0,0,25,1,111,26,4,0,8,8,18,6,0.3076923076923077,0.23076923076923078,0.7692307692307693,0.30730769230769234,0.23708273679164596,0.06833333333333333,6.551316834944171e-11,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,7,121,0,0,21,0,100,21,2,2,8,8,13,9,0.38095238095238093,0.42857142857142855,0.5714285714285714,0.29603174603174603,0.4761963926716087,0.09,0.000124245387269184,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,8,222,0,0,34,1,187,35,10,0,10,10,25,5,0.2857142857142857,0.14285714285714285,0.8857142857142857,0.3087619047619048,0.40013170359648637,0.03666666666666667,3.3096969609403004e-09,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,9,180,0,0,34,1,145,35,7,4,15,15,20,9,0.42857142857142855,0.2571428571428571,0.8285714285714286,0.37076190476190474,0.4000451667461926,0.25333333333333335,1.1190368240932003e-05,0,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
nstxuE205052A01t022,10,230,0,0,44,0,186,44,10,0,14,13,30,10,0.29545454545454547,0.22727272727272727,0.7727272727272727,0.3149242424242424,0.3630665283566842,0.06666666666666668,7.41293424214029e-11,1,0.5,0.4,-0.1,True,0.7,0.6,0.5,0.5,0.4,0.9,0.2,0.4,0.5,0.5,0.5
