model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,169,158,0,9,2,0.9467455621301775,1.0,0.18181818181818182,0.3076923076923077
cnn,169,157,1,5,6,0.9644970414201184,0.8571428571428571,0.5454545454545454,0.6666666666666665
combined_policy,169,158,0,9,2,0.9467455621301775,1.0,0.18181818181818182,0.3076923076923077
