model,n_matched,tn_bad,fp_bad_as_good,fn_good_as_bad,tp_good,accuracy,precision_good,recall_good,f1_good
rf,106,105,0,1,0,0.9905660377358491,,0.0,
cnn,106,101,4,1,0,0.9528301886792453,0.0,0.0,
combined_policy,106,104,1,1,0,0.9811320754716981,0.0,0.0,
